chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr11	78436666	134374229	0.406242817485621	806	0.0794813447145781	0.854600285250488	91005	0.240934687380441	1	1	0	-6.89942995691043
chr12	556741	34209688	0.498890590378645	715	0.0812312735692634	1.00697558001525	74328	0.28730627599297	2	1	1	-6.74480265923772
chr12	37420892	133057131	0.496763295794987	1467	0.0703655748039989	0.997221025232945	216177	0.290542916886472	2	1	1	-6.73971161486037
chr13	16147610	16147612	0	1	NA	0.166	1	NA	NA	NA	NA	NA
chr13	18173863	18211898	0.301635526734581	33	0.0943204262237523	1.02033790101363	292	0.348187855414023	3	3	0	-6.7410335889912
chr13	18211919	114353955	0.498910662800682	886	0.073225707301934	1.00517690857418	110280	0.282382186537066	2	1	1	-6.75209119678963
chr14	18601918	20179164	0.330293286286564	62	0.0970930155845624	1.04593278203032	3213	0.286838283845989	2	2	0	-6.76208778663738
chr14	20224029	106874951	0.498922413794482	1240	0.0681930895772341	0.997315486924137	170853	0.283268821461033	2	1	1	-6.73799883498228
chr15	19899435	23440059	0.310508593254446	119	0.107716354327477	1.02395889583168	4636	0.327352761060127	2	2	0	-6.78872654551723
chr15	23440086	101975096	0.498910321318151	1618	0.0783202106559334	0.992646658327359	181090	0.281008723538823	2	1	1	-6.76582746754851
chr16	16888	33914533	0.498852658296883	732	0.0877852824343845	1.13244156699172	102785	0.331637317151061	3	2	1	-7.17670828210497
chr16	34062800	36101366	0.413529117973168	63	0.128122854908173	0.884377142303725	1922	0.289275057074256	1	1	0	-6.77427012200241
chr16	46386256	90168471	0.457532422135888	909	0.0851649167670277	0.836715700936343	93609	0.234326846224902	1	1	0	-6.96246087871527
chr17	410508	19755540	0.498904015514603	738	0.0758773568062102	0.987257543947805	78423	0.284118279270124	2	1	1	-6.75685754860199
chr17	20458180	23016500	0.498915918243221	152	0.100862489819367	1.01361439770935	4040	0.326405742507216	2	1	1	-6.73571679547264
chr17	24421438	26938194	0.496291476178147	18	0.132503742702104	0.934373779862058	416	0.245353639725221	2	1	1	-6.84703877502015
chr17	26963357	83221332	0.492441709389395	1311	0.0703270592450131	0.984965503899481	180375	0.283054866639697	2	1	1	-6.83560642944017
chr18	47492	15197705	0.498821035081579	278	0.102557717135275	1.00073958800999	26756	0.281845368040684	2	1	1	-6.73316493482258
chr18	21440199	80138359	0.498890883814793	465	0.0738722588810164	1.00922655574223	63947	0.292332505708746	2	1	1	-6.76742694423222
chr19	107456	24162290	0.498909518611253	1168	0.0873889621360384	0.975938337927528	118613	0.28543019758912	2	1	1	-6.83675012216756
chr19	27802385	58563286	0.498914872018088	1384	0.0741584869147231	0.979498278877287	138437	0.27623693053447	2	1	1	-6.83558161838573
chr20	60148	25773620	0.4922412036267	317	0.0828175531814498	0.995082106997983	39573	0.28068118197715	2	1	1	-6.74312515372398
chr20	25775036	26081609	0.277700386738432	9	0.106587991818966	1.01553141263169	409	0.356900322752237	3	3	0	-6.77098812463431
chr20	28565257	31274572	0.366721668780444	280	0.119545165448801	0.988559402745931	3982	0.308301387556403	2	2	0	-6.76513911682969
chr20	31285278	64303122	0.498905786755877	525	0.0769905016636434	0.978885652998315	79115	0.284237908592818	2	1	1	-6.84320070980908
chr21	6898474	13052006	0.498651681185275	117	0.11325098297979	1.03377993744579	2136	0.355462135018467	2	1	1	-6.76511605690198
chr21	13283928	13916746	0.498738755781602	27	0.123852867401335	1.02305688011164	978	0.359292026499417	2	1	1	-6.73461449706865
chr21	13916931	46649691	0.498888850220469	443	0.070974145547373	0.989253059020066	49757	0.294534068895039	2	1	1	-6.75968799259006
chr22	10678779	12694087	0.438547351628415	95	0.110185116555796	1.0124564102213	1649	0.29774694072443	2	1	1	-6.91616271145533
chr22	15277980	50808257	0.498903930298975	977	0.0811070192295366	0.982510422881431	103025	0.287792227918217	2	1	1	-6.81257546216533
chrX	284193	57909657	0.498890909556152	461	0.0840215614912937	1.01374157213435	91283	0.277930436434961	2	1	1	-6.81489334569264
chrX	64191504	156027307	0.49888083637307	406	0.0876905395371723	1.02132852473371	126854	0.274122435457069	2	1	1	-7.04201908148777
