chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr11	54603244	69083998	0.498783959465381	466	0.124076773397027	0.877768626612109	57133	0.447074997486842	2	1	1	-6.93675277003121
chr11	69648142	72281055	0.264452583375277	41	0.149398378872584	1.55113445824637	7610	1.12258812418302	8	7	1	-6.74964949319814
chr11	72577555	79127933	0.107014585910363	181	0.0938346975292464	4.02495908771051	28824	2.33705212589643	20	20	0	-6.79157705571546
chr11	79989622	134985672	0.445815883900097	593	0.132830600490586	0.801573956937259	78227	0.402859209272652	1	1	0	-6.88677357410515
chr12	237902	34209563	0.498840420462026	630	0.125474404890341	0.945390164284122	65012	0.359919884366701	2	1	1	-6.73639014503909
chr12	38654077	133193510	0.498862979936965	1178	0.127966046141644	0.946625266520721	185928	0.404844379249132	2	1	1	-6.74507121144638
chr13	18173353	28049622	0.495971845305514	229	0.129296145714248	0.745211166965394	16697	0.297997376970774	0	0	0	-6.92444779067901
chr13	28050157	114281989	0.498846290384047	691	0.125743484295537	0.94815579241655	78446	0.381529241331753	2	1	1	-6.75305153304432
chr14	18601382	106874951	0.498860339909098	1259	0.127346733662257	0.94072645619511	149791	0.405981023708675	2	1	1	-6.73311897754145
chr15	19899408	101975126	0.498834811053658	1294	0.128743648622308	0.942809331796557	158995	0.411397419219538	2	1	1	-6.73407841131853
chr16	13365	32882559	0.498834133457126	660	0.12455293737731	0.96086911558812	82209	0.485592719514649	2	1	1	-6.76914571482611
chr16	32919785	36101318	0.498535761823964	81	0.148406568479637	0.821892075805628	2983	0.419447102419456	1	1	0	-6.86354054049245
chr16	46382978	90168394	0.396763159031945	806	0.130330147237499	0.760558779556284	79833	0.352622585361527	1	1	0	-7.87139948048336
chr17	519811	22567587	0.413314775060943	754	0.133041115728258	0.760576448306533	67372	0.300516238885337	1	1	0	-7.54604318546978
chr17	24421438	32931668	0.409555221626765	128	0.14067311469094	0.759109647150182	20190	0.315238211672365	1	1	0	-7.06595661445078
chr17	32992006	82909405	0.496517365244649	964	0.130636439509252	0.956785192008725	132321	0.407001813044399	2	1	1	-6.78268334171255
chr18	48191	15197717	0.498776428773354	273	0.127297484937476	0.941842949971098	23260	0.452431540147082	2	1	1	-6.73311560553635
chr18	20951303	80160338	0.454673286118554	391	0.129846695474046	0.870478733832789	55316	0.413502509396658	1	1	0	-7.3385002493933
chr19	282875	24141667	0.498850913634564	1055	0.121391000183632	0.950801637971108	100361	0.400556135915611	2	1	1	-6.74252498286303
chr19	27755327	58571238	0.494269589282638	1153	0.112407892298217	0.945324221754021	117583	0.408439336209648	2	1	1	-6.73684962143987
chr20	227248	26081610	0.498751130021492	322	0.125821359176534	1.10893522548527	36331	0.467090409860617	4	2	2	-6.97090264999414
chr20	28565257	64303122	0.45726579711012	685	0.141497118461133	1.14100596668185	75259	0.494149365671781	4	2	2	-6.86780049571952
chr21	5034010	10692896	0.37769352302718	104	0.133570351282005	0.875072334890702	1977	0.42791741963042	2	2	0	-6.82971839598928
chr21	13283953	46550668	0.498810629632861	495	0.127937013158307	0.946419051004234	43246	0.385775684683842	2	1	1	-6.73739782403603
chr22	10703585	12694087	0.487755202548935	73	0.115395874114099	0.911798454390986	1365	0.400257330024796	2	1	1	-6.74720872159827
chr22	15563615	50808246	0.498846561578897	879	0.132546352628696	0.961604655895729	86783	0.395718607135545	2	1	1	-6.79538783603764
chrX	305038	57488707	0.465712418865876	372	0.128559058746007	0.96041292428811	79003	0.393741153514134	2	1	1	-6.8657109225438
chrX	63360305	156025429	0.498801625434265	416	0.138921661984166	0.959719059250912	111484	0.374951145215754	2	1	1	-6.8817227766326
