chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr13	18173863	18212081	0.298031886104968	45	0.0941653016795679	0.96970309039938	318	0.179720890152594	6	6	0	-6.79825902220705
chr13	18212123	114353955	0.494439738284805	851	0.0745478204582792	1.12214832241979	107508	0.282226264786089	4	2	2	-6.89291839369717
chr14	18601918	106874951	0.498884153703918	1228	0.0801624482355188	0.984675559438015	161581	0.247250362896104	2	1	1	-7.05892092034603
chr15	19899435	23440500	0.337063393878623	117	0.119293638958259	0.944101800688307	4276	0.252064715026808	2	2	0	-6.96568931436309
chr15	23440581	101975096	0.498896397148914	1542	0.0815049749092848	0.954376889376327	166661	0.23956735779077	2	1	1	-6.83661241670582
chr16	16888	31982097	0.496675973102116	660	0.0819002544183721	1.07420433330915	91953	0.284761944065056	3	2	1	-6.95962124976835
chr16	32084421	36101354	0.484507159799435	92	0.131873509664988	0.968063346312054	3581	0.33093345658334	2	1	1	-6.74148661863102
chr16	46386441	90168471	0.45294374698808	871	0.0853723693161558	0.899779528971977	90342	0.224398651190947	1	1	0	-7.02165568957875
chr17	410508	23016500	0.475372982173242	836	0.0985135568736065	0.892261365508051	76118	0.23120596452982	1	1	0	-6.83268760456563
chr17	24421438	82911674	0.498904747328453	1267	0.0733539308750682	0.963170907266083	167406	0.245627595445191	2	1	1	-6.73585490350554
chr18	47492	15197705	0.456241767764083	261	0.0858107318324039	1.0218757361329	25250	0.256903104980132	3	2	1	-6.8484516288361
chr18	21440199	80138359	0.415983298274889	428	0.0959039912510196	0.902571973151499	57145	0.223320502762494	1	1	0	-7.29086154163046
chr19	107456	6751282	0.498795301821235	323	0.0947540690215396	0.914843249299448	30666	0.25057707550358	2	1	1	-6.91038376210346
chr19	6754177	10927723	0.499315220942107	293	0.0804028216338328	1.1243246020975	27110	0.281256938536209	4	2	2	-6.73838468829523
chr19	11110781	12022015	0.276239632461081	40	0.0984041770011926	1.56158324961714	6584	0.492599594549719	8	8	0	-6.74469600754115
chr19	12391581	24162290	0.499061717116407	454	0.0786034527621071	1.02889376237185	46143	0.276597858667033	3	2	1	-6.93272532482033
chr19	29076227	53824186	0.498884227724002	1124	0.0745153513604666	0.954769730569888	109517	0.244983291825013	2	1	1	-6.76248124557182
chr19	53891711	58563286	0.364005627532703	198	0.101497905630901	1.20396919062523	21207	0.317193152621292	5	4	1	-6.79298617824147
chr20	60148	26081609	0.498848403683738	309	0.0860827967019793	0.977984888178652	37083	0.244780730468049	2	1	1	-6.77760345769869
chr20	28565257	31286154	0.384774755781223	289	0.124393780858462	1.14482787618424	3962	0.360904230109892	4	4	0	-6.78687423343145
chr20	31378311	64303122	0.499055707217539	508	0.0684831817498119	1.02497737973041	75070	0.259502501213704	3	2	1	-7.1282662162653
chr21	6898474	13052006	0.498645737137629	103	0.121481365087748	1.00460059533395	1904	0.290325812227141	2	1	1	-6.80225614853088
chr21	13283928	46649691	0.485202609604042	433	0.0820100738391483	0.962533879124955	46821	0.246831778833043	2	1	1	-6.75509944714131
chr22	10685603	12694087	0.485091170399468	91	0.119769241904887	0.913255071570209	1476	0.252838300378802	2	1	1	-6.79955106788666
chr22	15277980	50808257	0.499027843876134	909	0.0801305297437119	1.00221270953277	96973	0.253827003604072	2	1	1	-7.16746986128854
chrX	284193	3323750	0.498981429634264	86	0.0927011061165906	1.25011719690911	5154	0.326648720418624	6	3	3	-6.77365543863539
chrX	3937738	57909657	0.489831202663676	346	0.0836988943123273	1.04403309462569	81140	0.251454893367472	3	2	1	-6.84514551537599
chrX	64191504	156027307	0.498871141011845	387	0.0853860634191397	1.03687346560268	119538	0.248541012193854	3	2	1	-7.04711068011417
