chromosome	start.pos	end.pos	Bf	N.BAF	sd.BAF	depth.ratio	N.ratio	sd.ratio	CNt	A	B	LPP
chr4	52885765	139889546	0.243129498560534	835	0.112118828202245	0.704475259952457	84798	0.201307377496818	2	2	0	-7.26521220821341
chr4	139889930	159356124	0.498871617969868	141	0.0779455366709993	1.02436521110511	22688	0.277795148119841	4	2	2	-6.74788644325577
chr4	160667121	190179606	0.243157021403719	183	0.107007944163476	0.708540270158576	20618	0.210316358589413	2	2	0	-7.01330955727651
chr5	58183	5113351	0.498659549322634	63	0.109364271034017	2.13821434871425	7157	0.594413350331858	10	5	5	-6.74238215248333
chr5	5140519	44159072	0.498894350789987	420	0.0684858357201213	1.66109163079085	48185	0.448879339539131	8	4	4	-6.89064539106464
chr5	49599511	49666634	0.471285391413164	123	0.127418270146422	0.9073147041717	1577	0.272627432970096	4	2	2	-6.77266260393193
chr5	49666658	78002795	0.166933965325843	275	0.100857606299708	1.02836623649767	32968	0.299800601706917	4	4	0	-6.73978957567224
chr5	78116187	91153337	0.378101629816188	101	0.0930212293452999	1.29487165687683	16407	0.33784352017003	6	4	2	-6.99582770533448
chr5	92890507	181283260	0.163330647391698	920	0.0904968457591197	1.01212554570196	127441	0.27189968429721	4	4	0	-7.0595185229171
chr6	147596	60874130	0.498892246992348	762	0.0794208436237576	1.01533593575426	88724	0.274194754450986	4	2	2	-6.8985412664115
chr6	61574236	170583760	0.412770159608496	1006	0.094263860421381	0.851148410475833	119076	0.236118147102885	3	2	1	-6.93027068574737
chr7	512409	57485484	0.498857368587821	840	0.084680415618479	1.10143442111496	78677	0.309715529420561	4	2	2	-7.88163720660073
chr7	60981623	63573325	0.498997631216983	13	0.0738175158145114	1.19443472672828	563	0.476518917276008	4	2	2	-6.87136335573678
chr7	63580089	100886760	0.154331766616332	460	0.088870484179095	1.02921122650244	62507	0.289233596794761	4	4	0	-6.75167688136125
chr7	100889133	100972106	0.435035571065427	162	0.104080244895473	1.00997452070028	960	0.250095918200023	5	3	2	-6.76050566179712
chr7	100972196	158631816	0.155572676756595	742	0.0918647489867076	1.01731653656491	86247	0.279905547190927	4	4	0	-6.86362850095527
chr8	330241	43270912	0.226748887708585	618	0.106795479202345	0.752703434155443	51052	0.215016208256446	2	2	0	-9.41260532650483
chr8	46579375	85643932	0.159904255722463	200	0.0949089799353139	1.10955640540059	37143	0.360195706814803	4	4	0	-7.5119637320047
chr8	86043345	109575947	0.0854191610468069	223	0.0580609191703757	1.97509290788362	39004	0.615772651489971	9	9	0	-6.79893972088786
chr8	112224816	145035633	0.162846303752526	380	0.0905408619402182	0.984665945465657	39111	0.294243676372931	4	4	0	-7.24330439743926
chr9	117666	43128861	0.39279837577599	469	0.0975031600896643	0.926476677471784	50574	0.261065362507147	3	2	1	-8.24657948043362
chr9	61194086	138177194	0.382699051657152	1016	0.0964703105854042	0.924333257899704	135882	0.256568350233635	3	2	1	-9.02891655269834
chr10	47588	39198403	0.358886588357034	565	0.0942512830455886	1.31394265168658	54302	0.350906738858073	6	4	2	-7.17032455524579
chr10	41850715	42070582	0.293216788018265	95	0.137980220761487	0.985556301766846	836	0.456949695291055	5	4	1	-6.76063752942933
chr10	42080014	58817496	0.255592212309818	212	0.114800827877562	0.717379513799097	19911	0.261582088186105	2	2	0	-6.95366286386879
chr10	59302778	84081630	0.498886781530827	290	0.0848469388408598	1.62497892373743	42263	0.431390898921912	8	4	4	-7.00151883773852
chr10	84142638	87767543	0.178464589771546	60	0.0884263730248374	1.00893599445964	5756	0.245602848763991	4	4	0	-6.76624011626157
chr10	87893929	88764655	0.232791860373015	15	0.106627835193702	0.424981483275969	857	0.194648023729502	1	1	0	-7.71420200315442
chr10	88770903	101269198	0.499066551864504	215	0.0782331028868669	1.01544513307688	33655	0.268004191981082	4	2	2	-6.76911051762534
chr10	101771444	120851403	0.255337017300032	192	0.103349835289693	0.703194216495112	27185	0.202105149609686	2	2	0	-6.83821601508038
chr10	121551150	133689420	0.380330024997547	205	0.0887833132390782	1.36814302959318	20511	0.365502000101694	6	4	2	-6.73883573672825
chr11	197337	49836699	0.480937535419828	789	0.0863506352351632	1.01021231533863	87105	0.27699902981054	4	2	2	-6.97415212604678
chr11	54635380	62885307	0.483101153404816	196	0.0739438390916564	1.01932231646477	26478	0.268133964143056	4	2	2	-6.77927343799772
chr11	62909748	134374229	0.424909123350522	1081	0.09042265545418	0.86919283830707	135411	0.239169238805077	3	2	1	-6.82796752194614
chr12	556741	34209688	0.498811401629625	636	0.101458552642073	0.852930017254427	61264	0.235691788800393	3	2	1	-7.295516269653
chr12	37420892	133057131	0.232213775147645	1274	0.108556690761418	0.706730912211376	169500	0.201818947256811	2	2	0	-7.48917377677914
chr13	16123461	16147612	0.232718951809614	2	0	0.758844781387576	27	0.242397080694766	0	0	0	-Inf
chr13	18173863	18667202	0.437121538322427	71	0.121385186000112	0.921341192661431	1185	0.26562796875911	3	2	1	-6.80709037964001
chr13	18873548	35352360	0.407562472394775	254	0.0872244625949656	1.16856117913734	30135	0.318274666131032	5	3	2	-6.86795082224427
chr13	35869187	46669222	0.187060607334843	143	0.088797119852173	0.852540353692657	14926	0.234345996161329	3	3	0	-6.76041347608214
chr13	47763830	114353955	0.498837892683615	380	0.0828315348034475	1.18042013256371	52060	0.316989736812676	5	3	2	-7.32676999440801
chr14	18601918	87953030	0.392766613196026	919	0.0978630360378503	0.863114727355273	109514	0.23980514804568	3	2	1	-6.73728445439389
chr14	87965554	106874951	0.32437142096157	256	0.0861912797412324	1.03690811378299	37193	0.281083822921407	4	3	1	-6.74026403541059
chr15	19899435	23440500	0.347556155707189	110	0.116625308368839	0.991969232171848	4070	0.312730180520165	4	3	1	-6.78004428028114
chr15	23440581	101975096	0.498908442766989	1488	0.0857203530981444	1.00814095877328	158275	0.271540653812787	4	2	2	-7.13216969055542
chr16	16888	32116792	0.473279448538217	661	0.0833867956320646	1.14356757019968	87682	0.326951167162697	5	3	2	-7.38401164281555
chr16	32425860	36101338	0.391509012088068	77	0.120596750425791	0.916068948341864	3019	0.353490730896796	3	2	1	-6.80034862147652
chr16	46386293	90168471	0.246029181688872	816	0.107067874936032	0.708700104675026	78185	0.198717923337387	2	2	0	-7.18931872622639
chr17	410508	23016500	0.237194664601816	765	0.117583957486296	0.70082884983437	66191	0.20214763805343	2	2	0	-6.82416289930392
chr17	24421438	82911674	0.498893190723264	1215	0.0816960912181852	0.994932014187016	157606	0.273082136250527	4	2	2	-7.37600628080899
chr18	47492	15197705	0.425311070731354	247	0.0927144944759378	1.02398413781358	23491	0.279132595374685	4	2	2	-7.11136172874341
chr18	21440199	80138359	0.233279519900534	398	0.110522835037238	0.69608337356144	49414	0.194456948286903	2	2	0	-6.82502031515902
chr19	107456	6531160	0.192617889214512	299	0.0965372765246321	0.912073176643632	27201	0.255187616868812	3	3	0	-6.91872842190101
chr19	6677978	10927723	0.499031376492803	310	0.0869036347751538	1.37728823691525	28808	0.371685974499382	6	3	3	-6.73314670364202
chr19	11110781	12432519	0.236377008625453	48	0.0997344612757168	2.22326083120575	9590	0.896931128677649	11	9	2	-6.73499174606827
chr19	12440802	24162290	0.408455428569822	442	0.0866293087934811	1.16849598304941	44605	0.34035217654951	5	3	2	-6.82821338281242
chr19	27802385	53824186	0.338352083494118	1082	0.0974269518727448	1.02362740669005	104397	0.281560257887843	4	3	1	-6.75666180036288
chr19	53891711	58087417	0.164444909894124	192	0.0858009116425917	1.8838864290643	20012	0.533841834109284	9	8	1	-6.75793158302596
chr19	58262705	58563286	0.240302285271623	11	0.105793624141963	1.60691308603969	2261	0.950466640382299	6	5	1	-6.74271739643463
chr20	60148	26081609	0.428011974178317	293	0.0962217013318233	0.869778918303872	33409	0.242301643217157	3	2	1	-6.8042312045025
chr20	28565257	31939262	0.344070692115249	293	0.130717855850458	1.08590756287628	5634	0.473327481031231	4	3	1	-6.75822494961651
chr20	31997181	64303122	0.498887435877791	475	0.0847232106892288	1.06806703253284	68560	0.290688644707065	4	2	2	-6.95792310450403
chr21	6898474	13051952	0.498580043343818	97	0.133281419769111	0.896920901206083	1683	0.297815918681521	3	2	1	-7.10904611951343
chr21	13283928	13916727	0.498301892918225	25	0.171118652791954	1.03202504333192	854	0.323545789692827	4	2	2	-6.733110189709
chr21	13916746	46649691	0.498860560628797	401	0.0876671821460939	1.00432989381544	43187	0.280087436767538	4	2	2	-6.94524901201951
chr22	10685603	12694087	0.401467188575549	83	0.110794592237688	0.754393777429251	1230	0.281842464707705	3	2	1	-6.99190252118368
chr22	15277980	50808257	0.433240601128707	864	0.0945976027657456	0.873512082491292	86254	0.242263504263031	3	2	1	-6.86825751900525
chrX	284193	3323750	0.209308064917691	79	0.0904443088081311	1.36021648431847	4916	0.357799500400341	6	5	1	-6.85487439167076
chrX	3937738	23682356	0.499071026632173	93	0.0889281165389971	0.714521215096509	20186	0.21342032514854	2	1	1	-7.04204297902633
chrX	23683545	57909657	0.316733078410209	235	0.0997717219880267	0.872987907385171	49385	0.247880726658173	3	2	1	-7.17635621353267
chrX	64191504	156025041	0.371971000329464	360	0.0988462182418945	0.807479840276224	103026	0.213905207441475	3	2	1	-9.7832150870329
