GENE	Sample1
AGRN	7.11221
AGRP	0.569653
AGTPBP1	9.244231138395
AGTR1	0.373727
AGTR2	0
AGTRAP	9.1554563012912
AGT	57.3958
ETNPPL	5.39718
PHYKPL	9.035259
AGXT2	0
AGXT	0.526099
AHCTF1	20.74018993099
AHCYL1	45.18790495
AHCYL2	5.537181
AHCY	14.1643
AHDC1	2.655152
AHI1	9.83549
AHNAK2	7.05456171
AHNAK	82.78941
AHRR	0.232608
AHR	14.95031
AHSA1	26.0762
AHSA2	14.43074
AHSG	0
AHSP	3.57376
AICDA	0.761993
AIDA	32.28202
AIF1L	21.7050719884794
AIF1	26.04708344565
AIFM1	7.41592
AIFM2	5.04881
AIFM3	7.8559500110138
AIG1	7.033105377
AIM1L	0
AIM1	6.698046
AIM2	0.283768
AIMP1	5.43549
AIMP2	2.6045
AIPL1	0.5297338
AIP	8.95005
AIRE	0.217125
AJAP1	2.54248
AK1	5.98827
AK2	46.5463476028
AK4	30.2387000299801
AK3	11.377822746
AK5	6.530851
AK7	1.615556
AKAP10	9.06738
AKAP11	12.401
AKAP12	15.2634947
AKAP13	26.10597254817
AKAP14	0
AKAP1	9.9966
AKAP2	2.5363582904
AKAP3	0
AKAP4	0
AKAP5	1.87999
AKAP6	9.6079
AKAP7	2.266632
AKAP8L	12.55408
AKAP8	6.5087
AKAP9	16.919943
AK9	4.139576
AKIRIN1	15.138971
AKIRIN2	6.05801
AKNAD1	0.430554
AKNA	8.373131948313
AKR1A1	53.308144
AKR1B10	2.73712
AKR1B15	16.461495
AKR1B1	62.24215
AKR1C1	12.074303
AKR1C2	107.0827
AKR1C3	17.21389
AKR1C4	1.24266
AKR1C8P	0
AKR1D1	1.59498
AKR1E2	4.280516
AKR7A2	13.49644
AKR7A3	2.32876
AKT1S1	3.85612
AKT1	20.263008
AKT2	12.361675
AKT3	23.13308
AKTIP	14.49044932917
ALAD	14.32991
ALAS1	10.27565
ALAS2	0.872852
ALB	0.251356
ALCAM	46.21329
ALDH16A1	6.76813
ALDH18A1	7.168611
ALDH1A1	55.98028506
ALDH1A2	0.526723
ALDH1A3	1.67364
ALDH1B1	1.86971
ALDH1L1	12.967035
ALDH1L2	3.68435
ALDH2	37.6143
ALDH3A1	0.379311
ALDH3A2	12.2591
ALDH3B1	14.173497388834
ALDH3B2	38.327921
ALDH4A1	17.73011
ALDH5A1	6.50044922
ALDH6A1	14.29095
ALDH7A1	11.0675500209912
ALDH8A1	1.8172400149649
ALDH9A1	24.14211
ALDOA	224.212324
ALDOB	0.171296
ALDOC	35.0989
ALG10B	3.5967394329
ALG10	1.6874
ALG11	10.0241
ALG12	5.08526
ALG13	8.022000673212
ALG14	4.84818
ALG1L2	1.33313
ALG1L	2.69373
ALG1	5.5359
ALG2	6.15137
ALG3	3.83376
ALG5	7.35957
ALG6	2.4582
ALG8	3.98578
ALG9	5.5099251
ALKBH1	1.7661
ALKBH2	3.05844
ALKBH3	6.16161
ALKBH4	5.377465
ALKBH5	14.913526
ALKBH6	2.190993
ALKBH7	6.14123
ALKBH8	1.84075
ALK	2.392979
ALLC	0
ALMS1P1	0.792734
ALMS1	8.7204393176
ALOX12B	0
ALOX12P2	0.37597
ALOX12	1.05851
ALOX15B	31.6581
ALOX15	1.19874
ALOX5AP	69.6918
ALOX5	15.9572375
ALOXE3	0
ALPI	0
ALPK1	8.74333978731
ALPK2	0
ALPK3	1.863004
ALPL	5.3930215874
ALPPL2	0
ALPP	0.285569
ALS2CL	1.424857
ALS2CR11	1.432935
ALS2CR12	1.28992
TMEM237	4.88751761625
CARF	6.2180494650451
ALS2	7.88523
ALX1	0
ALX3	0.285159
ALX4	0
SLC35G5	0
SLC35G6	0.35535
SLC35G3	0
AMACR	3.613827
AMBN	0
AMBP	0
AMBRA1	7.87712283063
AMD1	21.009742778
AMDHD1	0.201475
AMDHD2	9.84329
AMELX	0
AMELY	0
AMFR	38.02566
AMHR2	0.451843
AMH	0.620389
JAML	3.376189
AMIGO1	1.00909
AMIGO2	3.788773
AMIGO3	0.557371
AMMECR1L	2.09228
AMMECR1	0.929541
AMN1	2.0714287
AMN	0.270208
AMOTL1	3.096047
AMOTL2	5.622482
AMOT	15.73438
AMPD1	0
AMPD2	4.50364
AMPD3	9.107986
AMPH	4.26245971401
AMTN	0.4313708
AMT	3.52190951
AMY1A	5.01374
AMY2A	0
AMY2B	11.76428
AMZ1	1.18168
AMZ2P1	1.480025266035
AMZ2	11.6412796202
ANAPC10	5.58615
ANAPC11	8.46052
ANAPC13	4.57166
ANAPC16	17.495
ANAPC1	10.1234
ANAPC2	6.64327
ANAPC4	11.50352
ANAPC5	20.090053
ANAPC7	6.65694
ANGEL1	5.040894
ANGEL2	10.4866100041485
ANGPT1	2.279181
ANGPT2	14.9848991
ANGPT4	0.234152
ANGPTL1	0.75275
ANGPTL2	1.532421
ANGPTL3	0.784166
ANGPTL4	7.65657
ANGPTL5	0
ANGPTL6	0
ANGPTL7	0.558284
ANG	3.81029
ANK1	0.4519754254413
ANK2	33.574238491
ANK3	18.5050172215
ANKAR	2.525479
ANKDD1A	2.558728
ANKFN1	3.42592
ANKFY1	12.727237
ANKHD1-EIF4EBP3	2.572156
ANKHD1	16.55249284
ANKH	7.86953
ANKIB1	12.0818
ANKK1	0.331756
ANKLE1	3.08251210501
ANKLE2	12.43606
ANKMY1	2.990263561
ANKMY2	4.4499
ANKRA2	4.31803
ANKRD10	39.08646
ANKRD11	10.7418295463
ANKRD12	18.33995558251
ANKRD13A	21.302827
ANKRD13B	2.68288
ANKRD13C	3.69664
ANKRD13D	8.9713800349281
ANKRD16	6.86409
ANKRD17	15.856062
ANKRD1	0.482974
ANKRD20A3	0.000639807
ANKRD20A4	9.92542
ANKRD22	1.20145
ANKRD23	0.676923
ANKRD24	0.834628
ANKRD26	4.17533
ANKRD27	5.05771
ANKRD28	10.41328081
ANKRD29	0.916233
ANKRD2	0.872592
ANKRD30A	6.82313
ANKRD30B	3.323644
ANKRD31	0.527197
SLF1	2.626755
ANKRD33	0
ANKRD34A	0.457088
ANKRD34B	0.228416
ANKRD34C	0.606086
ANKRD35	1.10573
ANKRD36BP1	12.9246
ANKRD36B	66.39835
ANKRD36	46.689329
ANKRD37	2.553162
ANKRD39	1.45109
ANKRD40	17.5187
ANKRD42	5.017413
SOWAHA	0.717029
ANKRD44	6.298331
ANKRD45	3.47767
ANKRD46	9.004975
ANKRD49	2.788992
ANKRD50	2.5413424
ANKRD52	8.38062
ANKRD53	0
ANKRD54	5.09231
ANKRD55	0
SOWAHB	0.709091
SOWAHC	4.83979
SOWAHD	1.85091
ANKEF1	3.0187358701479
ANKRD6	1.30057
ANKRD7	0.623609
ANKRD9	4.348844
ANKS1A	16.865309
ANKS1B	10.003329315046
ANKS3	3.67462600314489
ANKS4B	1.83257
ANKS6	1.448732
ANKZF1	9.9653
ANLN	12.029484
ANO10	8.28222
ANO1	1.879552
ANO2	0.111001
ANO3	0.45380424324
ANO4	4.775804
ANO5	2.27827
ANO6	12.0261740658452
ANO7	0.499295
ANO8	4.66216
ANO9	1.348268
ANP32A	13.9938
ANP32B	7.28536
ANP32D	0
ANP32E	5.898592
ANPEP	0.678585
ANTXR1	8.87199
ANTXR2	3.369049
ANTXRL	0
ZFAND4	5.942606
ANXA10	0
ANXA11	23.82509
ANXA13	0.286766
ANXA1	67.5672
ANXA2	181.87528
ANXA3	5.78572
ANXA4	11.202582
ANXA5	114.5442
ANXA6	20.18384
ANXA7	43.50569
ANXA8L1	0
ANXA8	0.889399
ANXA9	1.60582
AOAH	6.47415
AOC2	0.32149
AOC3	0.703942
AOX1	0.91736
AP1AR	7.07771
AP1B1	40.228978
AP1G1	9.28673054
AP1G2	9.816236
AP1M1	9.181680428
AP1M2	9.33599
AP1S1	13.0624
AP1S2	22.2925
AP1S3	4.51325
AP2A1	19.931806
AP2A2	17.043115441
AP2B1	18.678570000703
AP2M1	45.35995
AP2S1	23.2451
AP3B1	13.5509
AP3B2	2.370002
AP3D1	17.92977
AP3M1	10.33371714
AP3M2	7.23143
AP3S1	14.1442
AP3S2	8.34436
AP4B1	3.937343737
AP4E1	2.75111
AP4M1	3.752756
AP4S1	2.021593385
APAF1	5.5684544256461
APBA1	3.92845
APBA2	8.81118
APBA3	1.7376
APBB1IP	10.44534
APBB1	24.930413
APBB2	7.020803973836
APBB3	8.493141739297
APC2	5.31431185253
APCDD1L	0
APCDD1	1.62089
APCS	0
APC	18.413228283947
APEH	13.23134485
APEX1	12.6341953366131
APEX2	4.43332
APH1A	16.864270006284
APH1B	5.69985
API5	16.6183
APIP	20.6522
APITD1	2.36407
APLF	3.500452
APLNR	54.4491
APLN	3.85113
APLP1	43.8841744859911
APLP2	102.118900002263
APOA1BP	15.51962
APOA1	0
APOA2	0
APOA4	0
APOA5	0
APOBR	5.85157
APOBEC1	0
APOBEC2	0.28778
APOBEC3A	2.19696
APOBEC3B	0.728283
APOBEC3C	1.956
APOBEC3D	2.0444
APOBEC3F	1.912271
APOBEC3G	1.83681
APOBEC3H	0
APOBEC4	0.299165
APOB	0.289335
APOC1P1	0
APOC1	832.85914
APOC4-APOC2	58.8815
APOC3	0
APOC4	3.06989
APOD	279.2784
APOE	1655.96
APOF	0
APOH	0
APOL1	7.53782313376
APOL2	14.4271
APOL3	3.1412
APOL4	14.1727
APOL5	0
APOL6	24.6758
APOLD1	11.7328000075944
APOM	0.749245
APOOL	5.22786
APOO	7.69275
APPBP2	5.570580152
APPL1	14.42797
APPL2	9.97674
APP	74.75192197
APRT	12.9299
APTX	7.879582
AQP10	0
AQP11	2.0621959
AQP12A	0
AQP12B	0
AQP1	32.0613
AQP2	0
AQP3	18.122861
AQP4	120.0308
AQP5	0
AQP6	1.20893
AQP7	1.11674
AQP8	0
AQP9	12.0558
LVRN	0
AQR	6.96104
ARAF	4.48598
ARAP1	12.98778712237
ARAP2	13.48389
ARAP3	0.864379
ARCN1	14.78143
ARC	0.281382
AREG	3.42495
ARF1	76.1449859034
ARF3	23.5793
ARF4	37.8504
ARF5	19.09265
ARF6	12.1443
ARFGAP1	9.64988668
ARFGAP2	12.1958383994
ARFGAP3	12.12894
ARFGEF1	16.337733
ARFGEF2	12.0493
ARFIP1	8.27219
ARFIP2	10.22049
ARFRP1	4.080611
ARG1	1.07544
ARG2	2.9412
ARGFX	3.52396
ARGLU1	53.0119
ARHGAP10	7.31422
ARHGAP11A	1.207350886697
ARHGAP11B	1.99414
ARHGAP12	22.327800789
ARHGAP15	7.62443
ARHGAP17	8.8581354
ARHGAP18	9.687115
ARHGAP19	2.4940068
ARHGAP1	15.59248
ARHGAP20	1.107289
ARHGAP21	44.4022800038043
ARHGAP22	3.538983978
ARHGAP23	6.27413
ARHGAP24	5.05022293037
ARHGAP25	7.5980500258113
ARHGAP26	6.03273823177
ARHGAP27	4.18461
ARHGAP28	1.63649
ARHGAP29	12.33056
ARHGAP30	10.6666471
ARHGAP31	5.33641
ARHGAP32	7.68754
ARHGAP33	1.1788957
ARHGAP36	0.509599
ARHGAP39	2.63754
ARHGAP42	2.59712
ARHGAP4	4.646822803
ARHGAP5	24.143224492
ARHGAP6	0.6862733126515
ARHGAP8	8.75449
ARHGAP9	6.77892
ARHGDIA	33.95015
ARHGDIB	30.7079
ARHGDIG	5.01669
ARHGEF10L	7.8540215
ARHGEF10	10.9741908873
ARHGEF11	20.44715272
ARHGEF12	23.0147
ARHGEF15	2.837753
ARHGEF16	2.2619272
ARHGEF17	5.61162
ARHGEF18	8.872658
ARHGEF19	0.63129122211
ARHGEF1	6.06116586
ARHGEF2	15.17551451175
ARHGEF33	0.926778
ARHGEF35	2.77964
ARHGEF37	5.49506
ARHGEF38	1.76155
ARHGEF3	6.44725
ARHGEF4	15.09472124
ARHGEF5	5.47169
ARHGEF6	11.62651
ARHGEF7	20.7929200035864
ARHGEF9	5.893429
ARID1A	8.842892012
ARID1B	8.8678524
ARID2	5.649017
ARID3A	1.1849
ARID3B	7.495906
ARID3C	0
ARID4A	5.16878
ARID4B	11.8367169
ARID5A	8.12085
ARID5B	20.3412
ARIH1	14.7168
ARIH2	16.748079
ARL10	1.751158
ARL11	2.18159
ARL13A	0
ARL13B	1.72987
ARL14	0
ARL15	2.84032
ARL16	11.9796
ARL17B	35.5853
ARL1	17.062866
ARL2BP	11.16364
ARL2	21.66561
ARL3	1.70578
ARL4A	5.18988
ARL4C	11.76604
ARL4D	0.530555
ARL5A	17.536562
ARL5B	5.40568
ARL5C	1.32908
ARL6IP1	61.7655
ARL6IP4	30.05601
ARL6IP5	25.8775
ARL6IP6	3.526484
ARL6	4.57537
ARL8A	9.57635
ARL8B	29.332507
ARL9	0
ARMC10	15.748618
ARMC1	9.26804
ARMC2	1.69546
ARMC3	1.105539693
ARMC4	1.01216
ARMC5	1.455901
ARMC6	3.5509800897151
ARMC7	1.82048
ARMC8	6.9839990368122
ARMC9	2.610175
ARMCX1	7.44051
ARMCX2	4.848665
ARMCX3	12.7041
ARMCX5	0.858385046043
ARMCX6	13.853
ARMS2	0.537324
ARNT2	25.2071201685805
ARNTL2	2.35146112
ARNTL	8.12640000926192
ARNT	11.068072451296
ARPC1A	16.89631
ARPC1B	31.4348481238632
ARPC2	48.94738
ARPC3	131.852
ARPC4	30.231971
ARPC5L	10.95353
ARPC5	36.0395
ACTRT3	1.04299
ARPP19	26.6069590483
ARPP21	1.79022
ARR3	0
ARRB1	9.5536516118
ARRB2	20.3764958287194
ARRDC1	7.8243625
ARRDC2	12.45978
ARRDC3	20.793
ARRDC4	8.03662
ARRDC5	0.256422
ARSA	9.39294
ARSB	4.79514
ARSD	21.09051
ARSE	0.217165
ARSF	0
ARSG	2.094977359
ARSH	0
ARSI	0.130583
ARSJ	0.906038
ARSK	8.17127013018461
ART1	0.777179
ART3	0.4317
ART4	0
ART5	0.678709
ARTN	0
ARV1	4.40069
ARVCF	2.748429
ARX	0.458448
AR	13.030205
AS3MT	5.75871
ASAH1	124.1681526182
ASAH2B	7.71222
ASAH2	0
CLMP	0.947264
ASAP1	11.27913
ASAP2	3.3760500011302
ASAP3	14.72148703
ASB10	0.241085
ASB11	0
ASB12	0
ASB13	7.8952
ASB14	1.3477
ASB15	0
ASB16	1.18139
ASB17	0
ASB18	0.602832
ASB1	2.85036
ASB2	0
ASB3	8.52598
ASB4	0
ASB5	0.1413382
ASB6	6.1565372681
ASB7	3.61026
ASB8	5.529407
ASB9	0.512196345
ASCC1	15.273016
ASCC2	9.29169
ASCC3	14.24587
ASCL1	0.503092
ASCL2	0.905366
ASCL3	0
ASCL4	0
ASF1A	6.13155
ASF1B	0.484466
FMR1-AS1	0
ASGR1	3.75363
ASGR2	0.551145
ASH1L	16.98205
ASH2L	4.33840000874055
ASIP	1.52286
ASL	4.671411
ASMTL	5.78857
ASMT	2.67137
ASNA1	7.93936
ASNSD1	7.90456
ASNS	11.019211153368
ASPA	7.19907
ASPDH	1.53114
ASPG	0
ASPHD1	2.80382
ASPHD2	0.374223
ASPH	43.901335873205
ASPM	1.12694
ASPN	0.84073
ASPRV1	1.873515
ASPSCR1	5.20753
ASRGL1	10.64138
ASS1	25.14279
ASTE1	2.76243
ASTL	0
ASTN1	4.334331
ASTN2	9.42028228183775
ASXL1	9.6292
ASXL2	7.14746
ASXL3	0.37533495058
ASZ1	0
ATAD1	8.73794
ATAD2B	7.598666
ATAD2	4.2744763
ATAD3A	5.293917
ATAD3B	4.4547
ATAD3C	10.8665
ATAD5	1.24908
ATCAY	4.22324
ATE1	9.2439971625
ATF1	3.806068
ATF2	14.62965
ATF3	7.621119
ATF4	89.13063
ATF5	7.15897
ATF6B	13.766527
ATF6	19.07533
ATF7IP2	4.929725
ATF7IP	13.7334
ATF7	4.498220161409
ATG10	6.379554
ATG12	4.304226
ATG16L1	4.88436
ATG16L2	8.584896
ATG2A	2.947711
ATG2B	5.52709
ATG3	13.01268
ATG4A	4.21088
ATG4B	7.0377615032
ATG4C	7.38617
ATG4D	4.169194
ATG5	6.6391
ATG7	7.51139
ATG9A	5.68528165
ATG9B	0.279492
ATHL1	6.062253
ATIC	10.79235
ATL1	5.20914
ATL2	8.19037
ATL3	17.39318
ATMIN	7.7885021016
ATM	29.18723
ATN1	8.812782
ATOH1	0
ATOH7	0
ATOH8	2.743962
ATOX1	19.79
ATP10A	2.8279
ATP10B	6.237741
ATP10D	5.00928
ATP11A	6.460746
ATP11B	9.73792
ATP11C	4.3697303057576
ATP12A	0
ATP13A1	9.032325
ATP13A2	10.672514791
ATP13A3	16.58487
ATP13A4	11.02414
ATP13A5	0.451637
ATP1A1	54.65053
ATP1A2	56.47466
ATP1A3	22.631817
ATP1A4	0.838288
ATP1B1	58.7921
ATP1B2	35.4369
ATP1B3	24.82155
ATP1B4	0.259110391
ATP2A1	0.41191
ATP2A2	31.32288782
ATP2A3	2.01426
ATP2B1	8.7545
ATP2B2	6.324046
ATP2B3	1.02247
ATP2B4	15.884680828579
ATP2C1	15.2952026906719
ATP2C2	1.732219
ATP4A	0
ATP4B	0
ATP5A1	67.23392
ATP5B	62.7143
ATP5C1	36.349853
ATP5D	16.91948
ATP5E	122.552
ATP5F1	33.659
ATP5G1	18.6582
ATP5G2	41.50888
ATP5G3	20.66661
ATP5H	63.2706
ATP5I	49.9576
ATP5J2	28.75954
ATP5J	17.3049
ATP5L2	6.45604
ATP5L	22.9649
ATP5O	22.61406
ATP5SL	4.65715
ATP5S	4.309590620497
ATP6AP1L	8.65284
ATP6AP1	33.226789
ATP6AP2	42.26472
ATP6V0A1	26.99772410948
ATP6V0A2	2.9852
ATP6V0A4	0
ATP6V0B	46.604635
ATP6V0C	25.2383
ATP6V0D1	29.75559
ATP6V0D2	1.64544
ATP6V0E1	43.5144
ATP6V0E2	14.130400109892
ATP6V1A	21.0332991083
ATP6V1B1	0.622672
ATP6V1B2	51.83351
ATP6V1C1	19.65963
ATP6V1C2	0.860218
ATP6V1D	27.00036
ATP6V1E1	37.5381
ATP6V1E2	1.33247
ATP6V1F	46.3156
ATP6V1G1	20.8687
ATP6V1G2	11.4418
ATP6V1G3	0
ATP6V1H	17.80429
ATP7A	7.43973
ATP7B	1.54154
ATP8A1	9.8524084
ATP8A2	3.20584
ATP8B1	4.82858
ATP8B2	3.09992
ATP8B3	2.84711
ATP8B4	2.589619
ATP8B5P	0
ATP9A	17.8043
ATP9B	171.075649
ATPAF1	4.63387939
ATPAF2	6.824819
DPH6	2.081491
ATPIF1	26.721189
ATRIP	2.56728
ATRNL1	13.17275
ATRN	12.44301
ATRX	14.52601856952
ATR	5.89552
ATXN10	14.5253
ATXN1L	4.693825
ATXN1	11.0571087
ATXN2L	14.8299650521639
