GENE	Sample1
ACTA1	15
ACTA2	3942
ACTBL2	17
ACTB	182769
ACTC1	0
ACTG1	61097
ACTG2	104
ACTL6A	1585
ACTL6B	2
ACTL7A	1
ACTL7B	1
ACTL8	1
ACTL9	0
ACTN1	8821
ACTN2	41
ACTN3	11
ACTN4	10879
ACTR10	2179
ACTR1A	3090
ACTR1B	1328
ACTR2	14641
ACTR3B	562
ACTR3C	710
ACTR3	10811
ACTR5	786
ACTR6	1097
ACTR8	1186
ACTRT1	0
ACTRT2	0
ACVR1B	1267
ACVR1C	33
ACVR1	1389
ACVR2A	1461
ACVR2B	1018
ACVRL1	3390
ACY1	1202
ACY3	46
ACYP1	337
ACYP2	270
ADAD1	0
ADAD2	7
ADAL	676
ADAM10	6577
ADAM11	12
ADAM12	487
ADAM15	8448
ADAM17	2843
ADAM18	0
ADAM19	1269
ADAM20	78
ADAM21P1	29
ADAM21	45
ADAM22	182
ADAM23	146
ADAM28	816
ADAM29	2
ADAM2	174
ADAM30	1
ADAM32	216
ADAM33	312
ADAM3A	280
ADAM6	47396
ADAM7	0
ADAM8	2140
ADAM9	9876
ADAMDEC1	1277
ADAMTS10	1210
ADAMTS12	763
ADAMTS13	585
ADAMTS14	160
ADAMTS15	426
ADAMTS16	141
ADAMTS17	528
ADAMTS18	41
ADAMTS19	7
ADAMTS1	13114
ADAMTS20	1
ADAMTS2	1268
ADAMTS3	507
ADAMTS4	7036
ADAMTS5	416
ADAMTS6	320
ADAMTS7	473
ADAMTS8	1390
ADAMTS9	7762
ADAMTSL1	194
ADAMTSL2	1627
ADAMTSL3	5852
ADAMTSL4	1248
ADAMTSL5	146
ADAP1	330
ADAP2	1578
ADARB1	2577
ADARB2	46
ADAR	18750
ADAT1	1409
ADAT2	432
ADAT3	125
ADA	455
ADCK1	307
ADCK2	699
ADCK4	1348
ADCK5	477
ADCY10	237
ADCY1	294
ADCY2	1223
ADCY3	1219
ADCY4	565
ADCY5	64
ADCY6	1833
ADCY7	2613
ADCY8	3
ADCY9	2528
ADCYAP1R1	9
ADCYAP1	87
AZIN2	178
ADD1	6347
ADD2	177
ADD3	7581
ADH1A	701
ADH1B	37938
ADH1C	82
ADH4	120
ADH5	5462
ADH6	12
ADH7	0
ADHFE1	96
ADI1	3141
ADIG	0
ADIPOQ	691
ADIPOR1	4652
ADIPOR2	3243
ADK	2545
ADM2	320
ADM	14343
ADNP2	1238
ADNP	4724
ADORA1	48
SPECC1L-ADORA2A	582
ADORA2B	118
ADORA3	1711
ADO	1437
ADPGK	2524
ADPRHL1	210
ADPRHL2	811
ADPRH	807
ADRA1A	793
ADRA1B	103
ADRA1D	7
ADRA2A	121
ADRA2B	82
ADRA2C	81
ADRB1	183
ADRB2	433
ADRB3	5
ADRBK1	2608
ADRBK2	1748
ADRM1	2141
ADSL	1308
ADSSL1	236
ADSS	4058
AEBP1	7916
AEBP2	1976
AEN	895
AES	4540
AFAP1L1	1233
AFAP1L2	376
AFAP1	1578
AFF1	8073
AFF2	1285
AFF3	1875
AFF4	10527
AFG3L1P	871
AFG3L2	2509
AFMID	4588
AFM	1
AFP	5
AFTPH	3894
C11orf96	5573
AGAP1	1331
AGAP2	485
AGAP3	1907
AGAP6	3028
AGAP5	2775
AGA	650
AGBL1	31
AGBL2	93
AGBL3	84
AGBL4	325
AGBL5	639
AGER	7447
AGFG1	6510
AGFG2	1125
AGGF1	2787
AGK	1280
AGL	2635
AGMAT	249
AGPAT1	948
AGPAT2	997
AGPAT3	2582
AGPAT4	382
AGPAT5	975
GPAT4	2630
GPAT3	125
HYKK	258
AGPS	2614
AGR2	589
AGR3	476
AGRN	4939
AGRP	7
AGTPBP1	2538
AGTR1	219
AGTR2	14
AGTRAP	1442
AGT	677
ETNPPL	0
PHYKPL	1740
AGXT2	0
AGXT	2
AHCTF1	14409
AHCYL1	4031
AHCYL2	1575
AHCY	2892
AHDC1	975
AHI1	3318
AHNAK2	2531
AHNAK	187289
AHRR	109
AHR	10755
AHSA1	3081
AHSA2	3492
AHSG	0
AHSP	185
AICDA	270
AIDA	12559
AIF1L	987
AIF1	2209
AIFM1	1751
AIFM2	1025
AIFM3	140
AIG1	972
AIM1L	22
AIM1	5232
AIM2	292
AIMP1	2109
AIMP2	475
AIPL1	214
AIP	1314
AIRE	134
AJAP1	12
AK1	1165
AK2	7083
AK4	8091
AK3	3399
AK5	38
AK7	328
AKAP10	1821
AKAP11	5287
AKAP12	18880
AKAP13	25891
AKAP14	27
AKAP1	2340
AKAP2	6497
AKAP3	35
AKAP4	1
AKAP5	593
AKAP6	754
AKAP7	705
AKAP8L	2508
AKAP8	1841
AKAP9	15481
AK9	739
AKIRIN1	2254
AKIRIN2	1049
AKNAD1	28
AKNA	4532
AKR1A1	5446
AKR1B10	2325
AKR1B15	2544
AKR1B1	2514
AKR1C1	1314
AKR1C2	4827
AKR1C3	1856
AKR1C4	3
AKR1C8P	4
AKR1D1	558
AKR1E2	903
AKR7A2	1156
AKR7A3	195
AKT1S1	408
AKT1	5498
AKT2	2769
AKT3	2720
AKTIP	1554
ALAD	1195
ALAS1	1949
ALAS2	1450
ALB	83
ALCAM	27256
ALDH16A1	1583
ALDH18A1	3965
ALDH1A1	5495
ALDH1A2	142
ALDH1A3	2354
ALDH1B1	724
ALDH1L1	500
ALDH1L2	1898
ALDH2	4948
ALDH3A1	250
ALDH3A2	3889
ALDH3B1	2412
ALDH3B2	3262
ALDH4A1	370
ALDH5A1	1089
ALDH6A1	1212
ALDH7A1	1797
ALDH8A1	150
ALDH9A1	4547
ALDOA	30998
ALDOB	11
ALDOC	1028
ALG10B	1690
ALG10	791
ALG11	676
ALG12	856
ALG13	1827
ALG14	197
ALG1L2	21
ALG1L	176
ALG1	2678
ALG2	1453
ALG3	587
ALG5	941
ALG6	1015
ALG8	1125
ALG9	1389
ALKBH1	469
ALKBH2	214
ALKBH3	478
ALKBH4	452
ALKBH5	3580
ALKBH6	327
ALKBH7	757
ALKBH8	579
ALK	11
ALLC	0
ALMS1P1	107
ALMS1	5911
ALOX12B	15
ALOX12P2	76
ALOX12	65
ALOX15B	3814
ALOX15	330
ALOX5AP	2219
ALOX5	1806
ALOXE3	1
ALPI	0
ALPK1	3101
ALPK2	51
ALPK3	986
ALPL	3009
ALPPL2	11
ALPP	305
ALS2CL	2319
ALS2CR11	167
ALS2CR12	311
TMEM237	687
CARF	1528
ALS2	1649
ALX1	5
ALX3	38
ALX4	0
SLC35G5	7
SLC35G6	24
SLC35G3	5
AMACR	1137
AMBN	0
AMBP	19
AMBRA1	1954
AMD1	4097
AMDHD1	110
AMDHD2	690
AMELX	2
AMELY	0
AMFR	3376
AMHR2	5
AMH	304
JAML	750
AMIGO1	106
AMIGO2	444
AMIGO3	203
AMMECR1L	980
AMMECR1	525
AMN1	369
AMN	93
AMOTL1	2948
AMOTL2	1606
AMOT	3675
AMPD1	16
AMPD2	1375
AMPD3	1231
AMPH	143
AMTN	2
AMT	386
AMY1A	5566
AMY2A	240
AMY2B	1819
AMZ1	157
AMZ2P1	410
AMZ2	1807
ANAPC10	845
ANAPC11	865
ANAPC13	1118
ANAPC16	8040
ANAPC1	5018
ANAPC2	1006
ANAPC4	1722
ANAPC5	3328
ANAPC7	1396
ANGEL1	982
ANGEL2	2613
ANGPT1	3820
ANGPT2	2269
ANGPT4	6
ANGPTL1	1562
ANGPTL2	1187
ANGPTL3	43
ANGPTL4	5976
ANGPTL5	13
ANGPTL6	15
ANGPTL7	67
ANG	297
ANK1	203
ANK2	1932
ANK3	4753
ANKAR	658
ANKDD1A	662
ANKFN1	52
ANKFY1	3667
ANKHD1-EIF4EBP3	2165
ANKHD1	8647
ANKH	2344
ANKIB1	4842
ANKK1	66
ANKLE1	982
ANKLE2	1993
ANKMY1	1402
ANKMY2	1037
ANKRA2	1313
ANKRD10	5975
ANKRD11	4812
ANKRD12	7407
ANKRD13A	4528
ANKRD13B	190
ANKRD13C	2380
ANKRD13D	1257
ANKRD16	817
ANKRD17	7010
ANKRD1	211
ANKRD20A3	787
ANKRD20A4	768
ANKRD22	827
ANKRD23	226
ANKRD24	57
ANKRD26	3451
ANKRD27	2110
ANKRD28	2969
ANKRD29	384
ANKRD2	4
ANKRD30A	124
ANKRD30B	514
ANKRD31	23
SLF1	1037
ANKRD33	10
ANKRD34A	71
ANKRD34B	12
ANKRD34C	0
ANKRD35	161
ANKRD36BP1	1310
ANKRD36B	9015
ANKRD36	10951
ANKRD37	4067
ANKRD39	188
ANKRD40	2870
ANKRD42	642
SOWAHA	33
ANKRD44	2234
ANKRD45	468
ANKRD46	1849
ANKRD49	871
ANKRD50	3133
ANKRD52	1623
ANKRD53	11
ANKRD54	458
ANKRD55	34
SOWAHB	140
SOWAHC	1187
SOWAHD	81
ANKEF1	553
ANKRD6	548
ANKRD7	4
ANKRD9	665
ANKS1A	1903
ANKS1B	1256
ANKS3	1535
ANKS4B	379
ANKS6	533
ANKZF1	2892
ANLN	1013
ANO10	2249
ANO1	591
ANO2	890
ANO3	342
ANO4	23
ANO5	235
ANO6	6462
ANO7	72
ANO8	1334
ANO9	1057
ANP32A	2705
ANP32B	1605
ANP32D	0
ANP32E	2180
ANPEP	482
ANTXR1	3745
ANTXR2	3040
ANTXRL	10
ZFAND4	1282
ANXA10	13
ANXA11	5675
ANXA13	1
ANXA1	10480
ANXA2	43811
ANXA3	1318
ANXA4	3526
ANXA5	14422
ANXA6	7033
ANXA7	6961
ANXA8L1	21
ANXA8	128
ANXA9	112
AOAH	1000
AOC2	58
AOC3	6419
AOX1	4145
AP1AR	1015
AP1B1	4621
AP1G1	4406
AP1G2	2952
AP1M1	1277
AP1M2	2560
AP1S1	1025
AP1S2	3413
AP1S3	980
AP2A1	4054
AP2A2	2763
AP2B1	8370
AP2M1	5236
AP2S1	1442
AP3B1	5202
AP3B2	28
AP3D1	4545
AP3M1	4437
AP3M2	1119
AP3S1	2853
AP3S2	3160
AP4B1	825
AP4E1	1773
AP4M1	620
AP4S1	481
APAF1	2793
APBA1	216
APBA2	755
APBA3	693
APBB1IP	1573
APBB1	724
APBB2	3462
APBB3	1264
APC2	249
APCDD1L	6
APCDD1	633
APCS	0
APC	3516
APEH	2721
APEX1	1902
APEX2	793
APH1A	3709
APH1B	825
API5	4953
APIP	1416
APITD1	287
APLF	887
APLNR	173
APLN	557
APLP1	35
APLP2	19739
APOA1BP	1296
APOA1	50
APOA2	5
APOA4	0
APOA5	2
APOBR	532
APOBEC1	0
APOBEC2	34
APOBEC3A	325
APOBEC3B	124
APOBEC3C	447
APOBEC3D	1025
APOBEC3F	1388
APOBEC3G	1290
APOBEC3H	99
APOBEC4	44
APOB	233
APOC1P1	7
APOC1	4044
APOC4-APOC2	355
APOC3	3
APOC4	55
APOD	53379
APOE	19762
APOF	124
APOH	6
APOL1	8314
APOL2	3625
APOL3	4156
APOL4	2331
APOL5	1
APOL6	18869
APOLD1	3011
APOM	43
APOOL	1092
APOO	348
APPBP2	3240
APPL1	5597
APPL2	2268
APP	18118
APRT	1636
APTX	1061
AQP10	1
AQP11	34
AQP12A	1
AQP12B	1
AQP1	34314
AQP2	1
AQP3	3715
AQP4	8688
AQP5	238
AQP6	123
AQP7	131
AQP8	3
AQP9	1453
LVRN	21
AQR	3389
ARAF	1539
ARAP1	4375
ARAP2	6105
ARAP3	588
ARCN1	7790
ARC	85
AREG	1150
ARF1	14484
ARF3	4096
ARF4	8761
ARF5	2078
ARF6	4566
ARFGAP1	2068
ARFGAP2	2609
ARFGAP3	3989
ARFGEF1	7427
ARFGEF2	7312
ARFIP1	3078
ARFIP2	3158
ARFRP1	1419
ARG1	73
ARG2	481
ARGFX	1323
ARGLU1	9395
ARHGAP10	2386
ARHGAP11A	993
ARHGAP11B	494
ARHGAP12	5158
ARHGAP15	1794
ARHGAP17	1901
ARHGAP18	3162
ARHGAP19	1002
ARHGAP1	2364
ARHGAP20	492
ARHGAP21	6500
ARHGAP22	137
ARHGAP23	1113
ARHGAP24	919
ARHGAP25	1402
ARHGAP26	4835
ARHGAP27	1264
ARHGAP28	1504
ARHGAP29	7106
ARHGAP30	1643
ARHGAP31	4053
ARHGAP32	2336
ARHGAP33	263
ARHGAP36	1
ARHGAP39	426
ARHGAP42	1011
ARHGAP4	1891
ARHGAP5	11276
ARHGAP6	661
ARHGAP8	1254
ARHGAP9	586
ARHGDIA	4320
ARHGDIB	5684
ARHGDIG	11
ARHGEF10L	1220
ARHGEF10	2194
ARHGEF11	3621
ARHGEF12	13487
ARHGEF15	726
ARHGEF16	944
ARHGEF17	2129
ARHGEF18	2186
ARHGEF19	447
ARHGEF1	3487
ARHGEF2	3286
ARHGEF33	82
ARHGEF35	2461
ARHGEF37	1359
ARHGEF38	728
ARHGEF3	3389
ARHGEF4	984
ARHGEF5	4693
ARHGEF6	3529
ARHGEF7	3104
ARHGEF9	939
ARID1A	3415
ARID1B	4238
ARID2	3406
ARID3A	304
ARID3B	1053
ARID3C	3
ARID4A	2243
ARID4B	7498
ARID5A	1568
ARID5B	10500
ARIH1	4656
ARIH2	2984
ARL10	661
ARL11	544
ARL13A	22
ARL13B	987
ARL14	1
ARL15	1111
ARL16	1960
ARL17B	9083
ARL1	3589
ARL2BP	1603
ARL2	1694
ARL3	573
ARL4A	2732
ARL4C	3715
ARL4D	562
ARL5A	3713
ARL5B	3786
ARL5C	221
ARL6IP1	8084
ARL6IP4	2677
ARL6IP5	5308
ARL6IP6	750
ARL6	309
ARL8A	1157
ARL8B	6325
ARL9	8
ARMC10	3414
ARMC1	1614
ARMC2	312
ARMC3	98
ARMC4	163
ARMC5	635
ARMC6	922
ARMC7	399
ARMC8	1775
ARMC9	1231
ARMCX1	1064
ARMCX2	939
ARMCX3	3657
ARMCX5	675
ARMCX6	1799
ARMS2	0
ARNT2	1061
ARNTL2	668
ARNTL	1129
ARNT	3221
ARPC1A	2631
ARPC1B	7073
ARPC2	7857
ARPC3	9766
ARPC4	3763
ARPC5L	1380
ARPC5	8962
ACTRT3	57
ARPP19	9637
ARPP21	0
ARR3	4
ARRB1	1225
ARRB2	1319
ARRDC1	1330
ARRDC2	1619
ARRDC3	30373
ARRDC4	837
ARRDC5	26
ARSA	1038
ARSB	1488
ARSD	6487
ARSE	29
ARSF	248
ARSG	541
ARSH	14
ARSI	153
ARSJ	840
ARSK	823
ART1	13
ART3	234
ART4	88
ART5	78
ARTN	26
ARV1	1038
ARVCF	585
ARX	83
AR	3813
AS3MT	723
ASAH1	11890
ASAH2B	392
ASAH2	28
CLMP	1321
ASAP1	3214
ASAP2	1507
ASAP3	3208
ASB10	0
ASB11	29
ASB12	0
ASB13	373
ASB14	73
ASB15	0
ASB16	151
ASB17	2
ASB18	1
ASB1	703
ASB2	65
ASB3	1074
ASB4	12
ASB5	2
ASB6	1832
ASB7	769
ASB8	929
ASB9	107
ASCC1	2027
ASCC2	1316
ASCC3	9299
ASCL1	2
ASCL2	264
ASCL3	2
ASCL4	0
ASF1A	956
ASF1B	199
FMR1-AS1	29
ASGR1	90
ASGR2	31
ASH1L	11606
ASH2L	1201
ASIP	10
ASL	1425
ASMTL	878
ASMT	136
ASNA1	1370
ASNSD1	2311
ASNS	1039
ASPA	302
ASPDH	10
ASPG	63
ASPHD1	129
ASPHD2	118
ASPH	10429
ASPM	1679
ASPN	641
ASPRV1	217
ASPSCR1	1059
ASRGL1	1424
ASS1	7035
ASTE1	326
ASTL	3
ASTN1	46
ASTN2	220
ASXL1	3471
ASXL2	2486
ASXL3	185
ASZ1	7
ATAD1	2306
ATAD2B	3266
ATAD2	2315
ATAD3A	1989
ATAD3B	3236
ATAD3C	5276
ATAD5	839
ATCAY	795
ATE1	1906
ATF1	1160
ATF2	2505
ATF3	8780
ATF4	14811
ATF5	925
ATF6B	2565
ATF6	5956
ATF7IP2	1284
ATF7IP	4584
ATF7	1712
ATG10	1002
ATG12	2205
ATG16L1	2174
ATG16L2	1217
ATG2A	1496
ATG2B	3355
ATG3	2723
ATG4A	764
ATG4B	1202
ATG4C	615
ATG4D	469
ATG5	2052
ATG7	2266
ATG9A	1306
ATG9B	99
ATHL1	1594
ATIC	1588
ATL1	472
ATL2	3826
ATL3	3732
ATMIN	2194
ATM	14362
ATN1	2368
ATOH1	0
ATOH7	1
ATOH8	1095
ATOX1	1174
ATP10A	2050
ATP10B	408
ATP10D	1920
ATP11A	5376
ATP11B	4435
ATP11C	2961
ATP12A	3
ATP13A1	2122
ATP13A2	1504
ATP13A3	8172
ATP13A4	5447
ATP13A5	112
ATP1A1	23648
ATP1A2	286
ATP1A3	90
ATP1A4	262
ATP1B1	3153
ATP1B2	216
ATP1B3	5701
ATP1B4	234
ATP2A1	189
ATP2A2	8775
ATP2A3	952
ATP2B1	3066
ATP2B2	14
ATP2B3	7
ATP2B4	7935
ATP2C1	5319
ATP2C2	1027
ATP4A	2
ATP4B	1
ATP5A1	10034
ATP5B	11223
ATP5C1	6578
ATP5D	849
ATP5E	8004
ATP5F1	7051
ATP5G1	862
ATP5G2	2920
ATP5G3	2956
ATP5H	4076
ATP5I	1936
ATP5J2	2170
ATP5J	1357
ATP5L2	376
ATP5L	3924
ATP5O	3440
ATP5SL	728
ATP5S	327
ATP6AP1L	359
ATP6AP1	3665
ATP6AP2	6471
ATP6V0A1	2886
ATP6V0A2	1785
ATP6V0A4	55
ATP6V0B	3128
ATP6V0C	1913
ATP6V0D1	2309
ATP6V0D2	249
ATP6V0E1	3914
ATP6V0E2	696
ATP6V1A	6975
ATP6V1B1	381
ATP6V1B2	5392
ATP6V1C1	7918
ATP6V1C2	799
ATP6V1D	2844
ATP6V1E1	4406
ATP6V1E2	106
ATP6V1F	2062
ATP6V1G1	5777
ATP6V1G2	15
ATP6V1G3	1
ATP6V1H	1961
ATP7A	4033
ATP7B	560
ATP8A1	8847
ATP8A2	45
ATP8B1	3459
ATP8B2	1747
ATP8B3	618
ATP8B4	899
ATP8B5P	367
ATP9A	3135
ATP9B	13721
ATPAF1	994
ATPAF2	399
DPH6	501
ATPIF1	1515
ATRIP	540
ATRNL1	20
ATRN	3252
ATRX	11674
ATR	4522
ATXN10	3328
ATXN1L	1787
ATXN1	2695
ATXN2L	3430
ATXN2	2223
ATXN3L	0
ATXN3	3218
ATXN7L1	547
ATXN7L2	109
ATXN7L3B	2671
ATXN7L3	1996
ATXN7	2810
AUH	1239
AUP1	3629
AURKAIP1	1556
AURKA	626
AURKB	154
AURKC	39
AUTS2	1211
AVEN	535
AVIL	727
AVL9	2335
AVPI1	675
AVPR1A	145
AVPR1B	1
AVPR2	64
AVP	0
AWAT1	1
AWAT2	90
AXIN1	1513
AXIN2	1417
AXL	3381
AZGP1	27594
CEP131	520
AZI2	4095
AZIN1	27674
AZU1	7
B2M	265364
B3GALNT1	899
B3GALNT2	1711
B3GALT1	10
B3GALT2	343
B3GALT4	153
B3GALT5	2
B3GALT6	544
B3GLCT	675
B3GAT1	316
B3GAT2	31
B3GAT3	1440
B4GAT1	492
B3GNT2	1102
B3GNT3	170
B3GNT4	25
B3GNT5	887
B3GNT6	121
B3GNT7	2029
B3GNT8	193
B3GNT9	348
B3GNTL1	391
B4GALNT1	11
B4GALNT2	14
B4GALNT3	276
B4GALNT4	503
B4GALT1	5519
B4GALT2	543
B4GALT3	1229
B4GALT4	1341
B4GALT5	3493
B4GALT6	166
B4GALT7	609
B9D1	170
B9D2	95
BAALC	285
BAAT	156
BACE1	1426
BACE2	2322
BACH1	8347
BACH2	273
BAD	1080
BAG1	1823
BAG2	1071
BAG3	2283
BAG4	805
BAG5	2758
BAHCC1	867
BAHD1	937
ADGRB1	69
ADGRB2	121
ADGRB3	457
BAIAP2L1	1426
BAIAP2L2	48
BAIAP2	1153
BAIAP3	341
BAK1	974
BAMBI	666
BANF1	1021
BANF2	0
BANK1	483
BANP	1407
BAP1	1713
BARD1	731
BARHL1	6
BARHL2	0
BARX1	5
BARX2	7
BPIFA4P	3
BASP1	1244
DDX39B	9862
PRRC2B	8068
PRRC2C	20482
PRRC2A	6396
BAG6	4691
GPANK1	455
ABHD16A	1846
BATF2	642
BATF3	172
BATF	816
BAX	869
BAZ1A	5488
BAZ1B	6355
BAZ2A	4072
BAZ2B	5248
BBC3	295
BBOX1	5
BBS10	1062
BBS12	212
BBS1	912
BBS2	1477
BBS4	887
BBS5	2304
BBS7	863
BBS9	1480
BBX	5389
BCAM	3282
BCAN	9
BCAP29	3246
BCAP31	5319
BCAR1	2065
BCAR3	1158
BCAR4	3
BCAS1	133
BCAS2	1928
BCAS3	1763
BCAS4	178
BCAT1	5273
BCAT2	646
BCCIP	2549
BCDIN3D	449
BCHE	476
BCKDHA	889
BCKDHB	1278
BCKDK	1073
BCL10	1358
BCL11A	50
BCL11B	894
BCL2A1	1767
BCL2L10	6
BCL2L11	1176
BCL2L12	234
BCL2L13	2094
BCL2L14	98
BCL2L15	1076
BCL2L1	2745
BCL2L2	1725
BCL2	984
BCL3	1511
BCL6B	646
BCL6	10560
BCL7A	279
BCL7B	763
BCL7C	710
BCL9L	2077
BCL9	1516
BCLAF1	14470
BCO1	16
BCO2	1042
BCORL1	533
BCORP1	104
BCOR	2566
BCR	4839
BCS1L	560
BDH1	662
BDH2	2074
BDKRB1	310
BDKRB2	432
BDNF-AS	364
BDNF	26
BDP1	9259
BEAN1	31
BECN1	2544
BEGAIN	35
BEND2	289
BEND3	288
BEND4	27
BEND5	149
BEND6	367
BEND7	460
BEST1	311
BEST2	5
BEST3	76
BEST4	115
BET1L	1531
BET1	1370
TRAPPC3L	10
BEX1	20
BEX2	195
BEX4	1096
BEX5	160
LINC00293	3
BFAR	2775
BFSP1	126
BFSP2	7
BGLAP	68
BGN	4144
BHLHA15	22
BHLHB9	348
BHLHE22	70
BHLHE23	0
BHLHE40	21061
BHLHE41	1551
BHMT2	284
BHMT	7
BICC1	831
BICD1	250
BICD2	1688
BID	1153
BIK	191
BIN1	1466
BIN2	1099
BIN3	480
BIRC2	4298
BIRC3	5694
BIRC5	210
BIRC6	17134
BIRC7	70
BIRC8	0
BIVM	1153
BLCAP	1430
BLID	9
BLK	38
BLMH	941
BLM	418
BLNK	460
BLOC1S1	1695
BLOC1S2	1546
BLOC1S3	566
BLVRA	3067
BLVRB	4441
BLZF1	2244
BMF	443
BMI1	4203
BMP10	0
BMP15	2
BMP1	1087
BMP2K	2806
BMP2	515
BMP3	401
BMP4	273
BMP5	730
BMP6	248
BMP7	270
BMP8A	788
BMP8B	265
BMPER	418
BMPR1A	4334
BMPR1B	345
BMPR2	12077
BMS1P1	6513
BMS1	4219
BMX	149
BNC1	8
BNC2	1374
BNIP1	346
BNIP2	4150
BNIP3L	12325
BNIP3	7427
BNIPL	883
BOC	986
BOD1L1	6363
BOD1	1712
BOK	3338
BOLA1	480
BOLA2	10620
BOLA3	419
BOLL	50
BOP1	826
BPESC1	1
BPGM	1010
BPHL	759
BPIFB2	145
BPIFC	1
BPIFB6	0
BPI	16
BPNT1	2980
BPTF	8950
BPY2	0
BRAF	1677
BRAP	1010
BRCA1	1149
BRCA2	907
BRCC3	1452
BRD1	1948
BRD2	6592
BRD3	1239
BRD4	3571
BRD7	2939
BRD8	2079
BRD9	3336
BRDT	72
BRE	1140
BRF1	1345
BRF2	347
BRI3BP	187
BRI3	1922
BRIP1	993
BRIX1	2194
BRMS1L	384
BRMS1	1147
MPC1	1505
MPC2	3387
BRPF1	1134
BRPF3	2574
BRS3	0
BRSK1	313
BRSK2	84
BRWD1	8610
BRWD3	2133
BSCL2	269
BSDC1	2838
BSG	6008
BSND	3
BSN	151
BSPH1	0
BSPRY	796
BST1	329
BST2	3007
BSX	0
BTAF1	7600
BTBD10	1449
BTBD11	538
SLX4	1185
BTBD16	4
BTBD17	0
BTBD18	69
BTBD19	194
BTBD1	4342
BTBD2	1685
BTBD3	1332
BTBD6	1113
BTBD7	2278
BTBD8	158
BTBD9	5198
BTC	53
BTD	615
BTF3L4	4633
BTF3	16866
BTG1	15137
BTG2	2958
BTG3	1531
BTG4	2
BTK	911
BTLA	65
BTN1A1	5
BTN2A1	1980
BTN2A2	1291
BTN2A3P	181
BTN3A1	5223
BTN3A2	6867
BTN3A3	3140
BTNL2	1
BTNL3	41
BTNL8	79
BTNL9	2539
BTRC	996
BUB1B	433
BUB1	663
BUB3	4480
BUD13	628
BUD31	1253
BVES	685
BYSL	374
