GENE	Sample1
ARID1A	3404
ARID1B	2717
ARID2	3795
ARID3A	113
ARID3B	334
ARID3C	0
ARID4A	1473
ARID4B	7303
ARID5A	461
ARID5B	6508
ARIH1	3337
ARIH2	2236
ARL10	196
ARL11	288
ARL13A	20
ARL13B	631
ARL14	11
ARL15	816
ARL16	576
ARL17B	3911
ARL1	3745
ARL2BP	410
ARL2	305
ARL3	161
ARL4A	726
ARL4C	196
ARL4D	130
ARL5A	1677
ARL5B	1019
ARL5C	59
ARL6IP1	6253
ARL6IP4	1380
ARL6IP5	2980
ARL6IP6	345
ARL6	154
ARL8A	596
ARL8B	2685
ARL9	6
ARMC10	2380
ARMC1	867
ARMC2	185
ARMC3	136
ARMC4	98
ARMC5	287
ARMC6	282
ARMC7	103
ARMC8	1088
ARMC9	590
ARMCX1	99
ARMCX2	2042
ARMCX3	4074
ARMCX5	483
ARMCX6	1312
ARMS2	0
ARNT2	1025
ARNTL2	66
ARNTL	630
ARNT	2277
ARPC1A	1273
ARPC1B	1516
ARPC2	1817
ARPC3	3349
ARPC4	1320
ARPC5L	685
ARPC5	3510
ACTRT3	30
ARPP19	7803
ARPP21	0
ARR3	8
ARRB1	461
ARRB2	144
ARRDC1	538
ARRDC2	435
ARRDC3	17727
ARRDC4	976
ARRDC5	5
ARSA	299
ARSB	510
ARSD	5046
ARSE	10
ARSF	30
ARSG	539
ARSH	12
ARSI	6
ARSJ	121
ARSK	268
ART1	8
ART3	86
ART4	130
ART5	1
ARTN	6
ARV1	802
ARVCF	629
ARX	11
AR	1518
AS3MT	287
ASAH1	3346
ASAH2B	150
ASAH2	22
CLMP	163
ASAP1	1270
ASAP2	944
ASAP3	1630
ASB10	0
ASB11	3
ASB12	0
ASB13	323
ASB14	152
ASB15	2
ASB16	87
ASB17	5
ASB18	0
ASB1	389
ASB2	5
ASB3	446
ASB4	8
ASB5	0
ASB6	869
ASB7	629
ASB8	655
ASB9	85
ASCC1	725
ASCC2	639
ASCC3	6089
ASCL1	0
ASCL2	6
ASCL3	2
ASCL4	0
ASF1A	490
ASF1B	131
FMR1-AS1	19
ASGR1	2
ASGR2	1
ASH1L	15313
ASH2L	821
ASIP	5
ASL	594
ASMTL	645
ASMT	159
ASNA1	510
ASNSD1	1021
ASNS	879
ASPA	18
ASPDH	5
ASPG	6
ASPHD1	18
ASPHD2	91
ASPH	11429
ASPM	1435
ASPN	363
ASPRV1	113
ASPSCR1	523
ASRGL1	885
ASS1	1692
ASTE1	263
ASTL	0
ASTN1	19
ASTN2	802
ASXL1	1783
ASXL2	2162
ASXL3	39
ASZ1	0
ATAD1	943
ATAD2B	2643
ATAD2	1461
ATAD3A	600
ATAD3B	961
ATAD3C	1477
ATAD5	435
ATCAY	273
ATE1	766
ATF1	684
ATF2	1225
ATF3	520
ATF4	6657
ATF5	361
ATF6B	1173
ATF6	4774
ATF7IP2	708
ATF7IP	3944
ATF7	2105
ATG10	513
ATG12	1033
ATG16L1	1676
ATG16L2	321
ATG2A	223
ATG2B	2238
ATG3	774
ATG4A	437
ATG4B	481
ATG4C	243
ATG4D	189
ATG5	1044
ATG7	777
ATG9A	544
ATG9B	12
ATHL1	401
ATIC	1214
ATL1	191
ATL2	1988
ATL3	1816
ATMIN	1667
ATM	4460
ATN1	1168
ATOH1	0
ATOH7	2
ATOH8	106
ATOX1	584
ATP10A	767
ATP10B	246
ATP10D	996
ATP11A	1459
ATP11B	1641
ATP11C	1943
ATP12A	5
ATP13A1	898
ATP13A2	625
ATP13A3	4286
ATP13A4	1500
ATP13A5	102
ATP1A1	15929
ATP1A2	92
ATP1A3	28
ATP1A4	91
ATP1B1	11320
ATP1B2	118
ATP1B3	989
ATP1B4	41
ATP2A1	32
ATP2A2	7329
ATP2A3	402
ATP2B1	2104
ATP2B2	5
ATP2B3	3
ATP2B4	6158
ATP2C1	5299
ATP2C2	346
ATP4A	0
ATP4B	7
ATP5A1	4801
ATP5B	3996
ATP5C1	1395
ATP5D	259
ATP5E	1263
ATP5F1	2071
ATP5G1	383
ATP5G2	2044
ATP5G3	770
ATP5H	1207
ATP5I	739
ATP5J2	749
ATP5J	490
ATP5L2	152
ATP5L	684
ATP5O	1129
ATP5SL	403
ATP5S	145
ATP6AP1L	150
ATP6AP1	1178
ATP6AP2	2501
ATP6V0A1	897
ATP6V0A2	1192
ATP6V0A4	45
ATP6V0B	1031
ATP6V0C	401
ATP6V0D1	408
ATP6V0D2	73
ATP6V0E1	1246
ATP6V0E2	767
ATP6V1A	2067
ATP6V1B1	227
ATP6V1B2	1180
ATP6V1C1	1981
ATP6V1C2	70
ATP6V1D	1198
ATP6V1E1	1360
ATP6V1E2	155
ATP6V1F	313
ATP6V1G1	2749
ATP6V1G2	25
ATP6V1G3	0
ATP6V1H	649
ATP7A	2609
ATP7B	860
ATP8A1	1344
ATP8A2	1700
ATP8B1	4936
ATP8B2	591
ATP8B3	276
ATP8B4	200
ATP8B5P	232
ATP9A	4602
ATP9B	13615
ATPAF1	491
ATPAF2	256
DPH6	288
ATPIF1	722
ATRIP	290
ATRNL1	47
ATRN	2648
ATRX	7357
ATR	3622
ATXN10	1910
ATXN1L	974
ATXN1	2442
ATXN2L	1746
ATXN2	1621
ATXN3L	0
ATXN3	1516
ATXN7L1	332
ATXN7L2	28
ATXN7L3B	2533
ATXN7L3	888
ATXN7	1938
AUH	603
AUP1	1622
AURKAIP1	524
AURKA	316
AURKB	41
AURKC	6
AUTS2	511
AVEN	160
AVIL	123
AVL9	630
AVPI1	87
AVPR1A	254
AVPR1B	0
AVPR2	19
AVP	0
AWAT1	2
AWAT2	0
AXIN1	596
AXIN2	251
AXL	758
AZGP1	48717
CEP131	168
AZI2	1680
AZIN1	5519
AZU1	23
B2M	18741
B3GALNT1	327
B3GALNT2	2032
B3GALT1	2
B3GALT2	601
B3GALT4	128
B3GALT5	23
B3GALT6	232
B3GLCT	516
B3GAT1	41
B3GAT2	44
B3GAT3	297
B4GAT1	1066
B3GNT2	626
B3GNT3	110
B3GNT4	6
B3GNT5	66
B3GNT6	43
B3GNT7	148
B3GNT8	25
B3GNT9	61
B3GNTL1	138
B4GALNT1	4
B4GALNT2	9
B4GALNT3	48
B4GALNT4	333
B4GALT1	4253
B4GALT2	447
B4GALT3	1049
B4GALT4	1076
B4GALT5	1398
B4GALT6	224
B4GALT7	370
B9D1	91
B9D2	45
BAALC	51
BAAT	342
BACE1	520
BACE2	1385
BACH1	2517
BACH2	150
BAD	183
BAG1	1056
BAG2	286
BAG3	866
BAG4	563
BAG5	1601
BAHCC1	523
BAHD1	896
ADGRB1	14
ADGRB2	34
ADGRB3	30
BAIAP2L1	1269
BAIAP2L2	42
BAIAP2	512
BAIAP3	75
BAK1	417
BAMBI	3893
BANF1	560
BANF2	0
BANK1	264
BANP	514
BAP1	771
BARD1	568
BARHL1	3
BARHL2	0
BARX1	0
BARX2	6
BPIFA4P	0
BASP1	81
DDX39B	3931
PRRC2B	7822
PRRC2C	21261
PRRC2A	3681
BAG6	2410
GPANK1	220
ABHD16A	995
BATF2	27
BATF3	47
BATF	768
BAX	135
BAZ1A	3618
BAZ1B	4294
BAZ2A	2858
BAZ2B	4989
BBC3	192
BBOX1	3
BBS10	616
BBS12	152
BBS1	3134
BBS2	853
BBS4	850
BBS5	1219
BBS7	760
BBS9	447
BBX	3924
BCAM	1372
BCAN	75
BCAP29	1391
BCAP31	2125
BCAR1	503
BCAR3	870
BCAR4	0
BCAS1	577
BCAS2	590
BCAS3	727
BCAS4	182
BCAT1	215
BCAT2	176
BCCIP	1964
BCDIN3D	266
BCHE	19
BCKDHA	289
BCKDHB	1216
BCKDK	405
BCL10	433
BCL11A	248
BCL11B	98
BCL2A1	17
BCL2L10	2
BCL2L11	862
BCL2L12	84
BCL2L13	1541
BCL2L14	27
BCL2L15	421
BCL2L1	1062
BCL2L2	969
BCL2	852
BCL3	1067
BCL6B	193
BCL6	2437
BCL7A	260
BCL7B	308
BCL7C	604
BCL9L	617
BCL9	1451
BCLAF1	12426
BCO1	1
BCO2	1012
BCORL1	300
BCORP1	33
BCOR	2448
BCR	1859
BCS1L	192
BDH1	673
BDH2	486
BDKRB1	10
BDKRB2	100
BDNF-AS	130
BDNF	47
BDP1	8767
BEAN1	19
BECN1	1662
BEGAIN	7
BEND2	106
BEND3	392
BEND4	18
BEND5	34
BEND6	166
BEND7	778
BEST1	166
BEST2	3
BEST3	154
BEST4	14
BET1L	1160
BET1	1275
TRAPPC3L	2
BEX1	8
BEX2	157
BEX4	582
BEX5	109
LINC00293	2
BFAR	1174
BFSP1	75
BFSP2	1
BGLAP	47
BGN	3031
BHLHA15	1
BHLHB9	270
BHLHE22	32
BHLHE23	0
BHLHE40	11944
BHLHE41	460
BHMT2	121
BHMT	31
BICC1	551
BICD1	195
BICD2	877
BID	331
BIK	75
BIN1	92
BIN2	96
BIN3	280
BIRC2	1383
BIRC3	780
BIRC5	111
BIRC6	12484
BIRC7	2
BIRC8	0
BIVM	649
BLCAP	735
BLID	8
BLK	92
BLMH	629
BLM	195
BLNK	225
BLOC1S1	685
BLOC1S2	316
BLOC1S3	225
BLVRA	1521
BLVRB	1080
BLZF1	1887
BMF	416
BMI1	3522
BMP10	0
BMP15	0
BMP1	140
BMP2K	1153
BMP2	30
BMP3	95
BMP4	72
BMP5	30
BMP6	96
BMP7	56
BMP8A	264
BMP8B	141
BMPER	5
BMPR1A	2378
BMPR1B	152
BMPR2	7399
BMS1P1	4519
BMS1	2173
BMX	47
BNC1	10
BNC2	452
BNIP1	205
BNIP2	1169
BNIP3L	4384
BNIP3	1273
BNIPL	918
BOC	461
BOD1L1	5350
BOD1	1103
BOK	607
BOLA1	134
BOLA2	6466
BOLA3	132
BOLL	3
BOP1	202
BPESC1	2
BPGM	206
BPHL	387
BPIFB2	180
BPIFC	1
BPIFB6	0
BPI	1
BPNT1	1505
BPTF	6745
BPY2	0
BRAF	927
BRAP	723
BRCA1	795
BRCA2	640
BRCC3	1044
BRD1	1230
BRD2	4961
BRD3	1684
BRD4	1650
BRD7	1250
BRD8	2403
BRD9	755
BRDT	33
BRE	554
BRF1	479
BRF2	203
BRI3BP	243
BRI3	170
BRIP1	392
BRIX1	951
BRMS1L	335
BRMS1	2978
MPC1	826
MPC2	1022
BRPF1	499
BRPF3	1373
BRS3	0
BRSK1	128
BRSK2	27
BRWD1	9705
BRWD3	1757
BSCL2	315
BSDC1	2263
BSG	2896
BSND	3
BSN	41
BSPH1	0
BSPRY	1879
BST1	75
BST2	389
BSX	0
BTAF1	3563
BTBD10	833
BTBD11	184
SLX4	549
BTBD16	3
BTBD17	0
BTBD18	52
BTBD19	42
BTBD1	1903
BTBD2	700
BTBD3	1921
BTBD6	556
BTBD7	2700
BTBD8	79
BTBD9	1433
BTC	29
BTD	379
BTF3L4	1865
BTF3	5929
BTG1	4749
BTG2	8932
BTG3	525
BTG4	0
BTK	91
BTLA	12
BTN1A1	0
BTN2A1	604
BTN2A2	200
BTN2A3P	46
BTN3A1	1151
BTN3A2	1246
BTN3A3	566
BTNL2	0
BTNL3	3
BTNL8	19
BTNL9	501
BTRC	750
BUB1B	302
BUB1	245
BUB3	2663
BUD13	201
BUD31	534
BVES	196
BYSL	212
BZRAP1	329
BZW1	11297
BZW2	1872
C10orf105	10
C10orf107	21
C10orf10	4708
IDI2-AS1	35
C10orf113	28
CASC10	4
ADIRF	507
CCDC186	1946
MCMBP	1257
C10orf11	73
C10orf120	0
TEX36	7
FUOM	26
C10orf128	35
ACSM6	31
C10orf12	991
C10orf131	36
EDRF1	1444
SKIDA1	93
FAM208B	4957
WBP1L	1827
TBATA	0
R3HCC1L	944
C10orf2	219
BORCS7	606
C10orf35	77
LINC01553	0
ZNF503-AS2	16
CACUL1	1692
PROSER2	41
FRA10AC1	1147
LINC00264	2
C10orf53	0
C10orf54	287
C10orf55	42
TMEM254	1239
FAM213A	1138
