GENE	Sample1
AGTR2	0.108188
AGTRAP	27.800713
AGT	7.35561
ETNPPL	0
PHYKPL	16.597098
AGXT2	0
AGXT	0.0365345
AHCTF1	39.415049
AHCYL1	24.4700200226556
AHCYL2	6.9305805
AHCY	29.822811
AHDC1	4.279796
AHI1	17.10880487587
AHNAK2	3.073675314
AHNAK	222.31225
AHRR	0.4304428
AHR	38.187377506
AHSA1	50.584809
AHSA2	39.9261
AHSG	0
AHSP	8.93435
AICDA	2.61416
AIDA	92.78606
AIF1L	6.50676800123859
AIF1	82.802625
AIFM1	18.616929
AIFM2	7.243047
AIFM3	1.366279
AIG1	11.488397
AIM1L	0.206835
AIM1	16.59474
AIM2	4.47891
AIMP1	18.590058
AIMP2	8.93834
AIPL1	1.7273001
AIP	24.4497
AIRE	1.7729681
AJAP1	0.0945626
AK1	11.5749
AK2	119.93050745
AK4	83.37696
AK3	24.1091300002041
AK5	0.300847
AK7	3.66719
AKAP10	16.79213
AKAP11	11.7888
AKAP12	50.6497796
AKAP13	86.701309
AKAP14	0.94931
AKAP1	13.62648
AKAP2	21.014340257838
AKAP3	0.259359
AKAP4	0.007870096795016
AKAP5	2.02801
AKAP6	2.202538
AKAP7	7.941310125285
AKAP8L	28.075552
AKAP8	16.018456
AKAP9	38.76305
AK9	5.791197
AKIRIN1	18.69379
AKIRIN2	12.268
AKNAD1	0.26483125
AKNA	22.22785769
AKR1A1	100.71454
AKR1B10	33.1033
AKR1B15	53.56424
AKR1B1	40.50008
AKR1C1	20.13852
AKR1C2	90.164052
AKR1C3	35.00537
AKR1C4	0.0487525
AKR1C8P	0.0423667
AKR1D1	5.10572791475
AKR1E2	15.59829
AKR7A2	19.434524
AKR7A3	3.60541
AKT1S1	4.162735
AKT1	47.6599350000901
AKT2	19.7745006217291
AKT3	26.4054
AKTIP	17.121447
ALAD	8.337894
ALAS1	19.610381140637
ALAS2	16.510234
ALB	0.877710000602167
ALCAM	163.14055
ALDH16A1	11.455754
ALDH18A1	25.587432
ALDH1A1	61.25107
ALDH1A2	0.9516714
ALDH1A3	16.180252
ALDH1B1	5.35848
ALDH1L1	2.85580319
ALDH1L2	5.58991004383
ALDH2	46.3606
ALDH3A1	2.3620582908
ALDH3A2	23.83125
ALDH3B1	19.2873900134937
ALDH3B2	34.805500002086
ALDH4A1	2.6655609
ALDH5A1	4.70667
ALDH6A1	12.443563
ALDH7A1	12.207006
ALDH8A1	1.4085100271559
ALDH9A1	41.705664
ALDOA	474.169843
ALDOB	0.101851
ALDOC	14.1329
ALG10B	3.669629
ALG10	5.66163
ALG11	7.70817
ALG12	8.11361
ALG13	21.08644866
ALG14	4.30219
ALG1L2	0.500285
ALG1L	5.12635
ALG1	15.110845
ALG2	11.3993
ALG3	8.936078
ALG5	17.763921
ALG6	6.7569300140071
ALG8	15.639478
ALG9	7.721023
ALKBH1	4.087493
ALKBH2	4.6499499116232
ALKBH3	6.910922
ALKBH4	4.98465
ALKBH5	28.4494
ALKBH6	7.56041547827
ALKBH7	15.7057
ALKBH8	3.28006100007459
ALK	0.109449
ALLC	0
ALMS1P1	1.5241
ALMS1	11.068941
ALOX12B	0.130705
ALOX12P2	1.178659
ALOX12	0.823856
ALOX15B	31.574290511132
ALOX15	2.750072
ALOX5AP	59.2583855
ALOX5	16.1307631
ALOXE3	0.0121267
ALPI	0
ALPK1	18.962647381776
ALPK2	0.154829
ALPK3	2.067731
ALPL	26.581724
ALPPL2	0.0983833
ALPP	2.38594
ALS2CL	10.805203
ALS2CR11	1.4226043
ALS2CR12	3.570167
TMEM237	8.335663
CARF	10.53988162161
ALS2	7.21191
ALX1	0.0886145
ALX3	0.585729
ALX4	0
SLC35G5	0.140891
SLC35G6	0.468742
SLC35G3	0.0629915
AMACR	10.396567
AMBN	0
AMBP	0.311959
AMBRA1	8.419500132894
AMD1	26.798104
AMDHD1	1.178168
AMDHD2	10.066036
AMELX	0.0633568
AMELY	0
AMFR	26.53524
AMHR2	0.06106311
AMH	3.39814
JAML	8.82945589
AMIGO1	0.963632
AMIGO2	3.0813891
AMIGO3	1.52899
AMMECR1L	4.66559
AMMECR1	2.167909
AMN1	3.503552
AMN	1.3291179
AMOTL1	7.27462
AMOTL2	8.8375434
AMOT	17.95422
AMPD1	0.15445
AMPD2	9.3379676
AMPD3	7.30640800022346
AMPH	1.185833
AMTN	0.046636474
AMT	4.429006
AMY1A	70.29650154631
AMY2A	3.4004967
AMY2B	14.431559
AMZ1	0.838054
AMZ2P1	2.857192
AMZ2	22.769305
ANAPC10	22.96759
ANAPC11	24.711283
ANAPC13	19.4637
ANAPC16	51.35558
ANAPC1	18.126343
ANAPC2	9.45167
ANAPC4	15.418204
ANAPC5	31.3041212
ANAPC7	11.43836
ANGEL1	5.799917
ANGEL2	18.134215
ANGPT1	20.63589
ANGPT2	12.16771
ANGPT4	0.0759408
ANGPTL1	13.4305
ANGPTL2	7.41514964577
ANGPTL3	0.455661
ANGPTL4	71.451883166
ANGPTL5	0.123433
ANGPTL6	0.184487
ANGPTL7	0.67396
ANG	9.110501
ANK1	0.567996010260387
ANK2	8.0679598575723
ANK3	21.0507697
ANKAR	5.766566
ANKDD1A	5.9099901
ANKFN1	0.481477
ANKFY1	15.779489963
ANKHD1-EIF4EBP3	6.3881651
ANKHD1	48.057316
ANKH	6.3233
ANKIB1	17.741952
ANKK1	0.579322
ANKLE1	7.58701300122862
ANKLE2	16.69992
ANKMY1	11.31526
ANKMY2	9.296946
ANKRA2	17.74219
ANKRD10	68.08431
ANKRD11	17.5503980000723
ANKRD12	45.52131252473
ANKRD13A	36.82066992397
ANKRD13B	1.4130135
ANKRD13C	9.911503
ANKRD13D	13.464176
ANKRD16	7.27645096109
ANKRD17	18.796221
ANKRD1	2.41432
ANKRD20A3	4.66786900006582
ANKRD20A4	7.23864
ANKRD22	4.62894
ANKRD23	2.240351
ANKRD24	0.3416588
ANKRD26	11.51257
ANKRD27	10.69475
ANKRD28	17.0899880464673
ANKRD29	3.80358
ANKRD2	0.0676759
ANKRD30A	0.628298
ANKRD30B	3.5360737
ANKRD31	0.218476
SLF1	10.355532
ANKRD33	0.08238503
ANKRD34A	0.438555
ANKRD34B	0.0730221
ANKRD34C	0
ANKRD35	1.0692
ANKRD36BP1	16.032
ANKRD36B	95.87436
ANKRD36	74.236424
ANKRD37	98.94307
ANKRD39	4.91538
ANKRD40	15.3362
ANKRD42	5.0731771
SOWAHA	0.213169
ANKRD44	20.14919
ANKRD45	4.90407
ANKRD46	15.060621
ANKRD49	8.154763
ANKRD50	8.12691803
ANKRD52	8.17998
ANKRD53	0.124605
ANKRD54	5.044825
ANKRD55	0.30543
SOWAHB	1.07321
SOWAHC	5.67262
SOWAHD	1.15771
ANKEF1	3.264477
ANKRD6	2.4172702810764
ANKRD7	0.0674167
ANKRD9	8.8340246
ANKS1A	7.592674
ANKS1B	9.61843290435543
ANKS3	14.0788430005513
ANKS4B	2.92102
ANKS6	2.44554540087739
ANKZF1	22.8119
ANLN	4.75319909406
ANO10	18.49207
ANO1	3.453449
ANO2	5.33999
ANO3	1.37069791
ANO4	0.256853
ANO5	0.782345
ANO6	25.89072183463
ANO7	0.388467
ANO8	7.095414
ANO9	8.373349
ANP32A	24.6563
ANP32B	22.5732
ANP32D	0
ANP32E	15.59134
ANPEP	2.94663
ANTXR1	14.6041384
ANTXR2	16.01436
ANTXRL	0.105764
ZFAND4	11.4842450921335
ANXA10	0.2705651
ANXA11	49.6384060064507
ANXA13	0.0155008
ANXA1	170.00585
ANXA2	640.683125
ANXA3	18.16427
ANXA4	37.296925
ANXA5	217.414136
ANXA6	54.28043
ANXA7	94.855165
ANXA8L1	0.620598
ANXA8	1.485583
ANXA9	1.38881
AOAH	9.497774
AOC2	0.488335
AOC3	35.5507
AOX1	18.8281634
AP1AR	8.080968
AP1B1	25.358468992
AP1G1	21.9899540004144
AP1G2	27.60423631954
AP1M1	12.175824
AP1M2	33.09556
AP1S1	18.0931
AP1S2	39.204087
AP1S3	5.485450652043
AP2A1	28.5299
AP2A2	20.307419
AP2B1	32.5413470072608
AP2M1	66.12354
AP2S1	37.7469
AP3B1	29.0866
AP3B2	0.321989
AP3D1	21.02819637068
AP3M1	18.77256036183
AP3M2	7.24360900784163
AP3S1	50.75172
AP3S2	11.322017945
AP4B1	8.776024
AP4E1	9.1169393
AP4M1	7.869759
AP4S1	6.893757
APAF1	10.3416703090613
APBA1	0.727452
APBA2	7.93140300631193
APBA3	7.388554
APBB1IP	14.61073
APBB1	6.9687467
APBB2	13.75876236436
APBB3	15.5872470269
APC2	0.5094485
APCDD1L	0.0431114
APCDD1	5.54603
APCS	0
APC	7.0675399
APEH	22.1143
APEX1	27.874453
APEX2	9.05747
APH1A	40.5885600260668
APH1B	4.389398
API5	33.545632
APIP	26.48446
APITD1	4.573639121904
APLF	11.8806734
APLNR	0.99539
APLN	3.99826
APLP1	0.358292
APLP2	123.578008006844
APOA1BP	26.13601
APOA1	1.29803
APOA2	0.428684
APOA4	0
APOA5	0.024226700118672
APOBR	3.357057
APOBEC1	0
APOBEC2	0.528889
APOBEC3A	5.21803
APOBEC3B	1.891035
APOBEC3C	9.29224
APOBEC3D	11.6091300493971
APOBEC3F	7.972852
APOBEC3G	14.34857
APOBEC3H	2.765843
APOBEC4	0.355761
APOB	0.364403
APOC1P1	0.467747
APOC1	285.78388
APOC4-APOC2	11.6483
APOC3	0.136494
APOC4	2.15928
APOD	1085.8754
APOE	384.964
APOF	1.6649
APOH	0.114747
APOL1	70.201130162302
APOL2	31.669742
APOL3	41.5117511
APOL4	15.633377
APOL5	0.0158811
APOL6	53.7639
APOLD1	14.408543
APOM	1.48242
APOOL	7.85084
APOO	7.265537
APPBP2	11.1066
APPL1	26.117604
APPL2	17.169109
APP	121.34507660519
APRT	51.2881
APTX	15.8063022446
AQP10	0.0126423
AQP11	0.613082
AQP12A	0.00742776
AQP12B	0.00742776
AQP1	279.21454
AQP2	0.00533134
AQP3	45.909216196563
AQP4	37.4877
AQP5	2.95621
AQP6	1.17797
AQP7	2.5266871
AQP8	0.0524923
AQP9	10.781204
LVRN	0.112408
AQR	14.8277
ARAF	16.648343
ARAP1	21.0405815821
ARAP2	27.50067
ARAP3	2.724592
ARCN1	43.29129
ARC	0.646414
AREG	21.2901
ARF1	179.908972
ARF3	25.8443
ARF4	114.317225
ARF5	49.57853
ARF6	25.8396
ARFGAP1	14.313469
ARFGAP2	25.977609
ARFGAP3	34.30204
ARFGEF1	25.9749407
ARFGEF2	17.9712
ARFIP1	22.736561
ARFIP2	29.1620900076573
ARFRP1	12.221117
ARG1	1.1493726865
ARG2	5.49053
ARGFX	5.80436
ARGLU1	102.3641
ARHGAP10	18.309685
ARHGAP11A	4.5333967
ARHGAP11B	8.76927
ARHGAP12	38.756558229392
ARHGAP15	23.98586
ARHGAP17	21.3463088
ARHGAP18	20.1767
ARHGAP19	5.644081
ARHGAP1	17.11497
ARHGAP20	1.8043046
ARHGAP21	24.761933
ARHGAP22	1.11155006
ARHGAP23	4.25356
ARHGAP24	8.123824
ARHGAP25	11.794768
ARHGAP26	12.142477
ARHGAP27	8.76588
ARHGAP28	6.2125757
ARHGAP29	26.49212
ARHGAP30	9.227198
ARHGAP31	11.1082
ARHGAP32	9.177751
ARHGAP33	1.888009
ARHGAP36	0.0091819
ARHGAP39	1.867888
ARHGAP42	5.857386
ARHGAP4	13.811801
ARHGAP5	26.07357
ARHGAP6	4.016401
ARHGAP8	13.64650861
ARHGAP9	6.634942
ARHGDIA	81.102003
ARHGDIB	109.48999
ARHGDIG	0.271171
ARHGEF10L	7.7559603
ARHGEF10	14.028342
ARHGEF11	14.787501
ARHGEF12	46.46878118888
ARHGEF15	4.98187717
ARHGEF16	7.686479
ARHGEF17	6.03539
ARHGEF18	10.364432
ARHGEF19	4.27603
ARHGEF1	27.152587012685
ARHGEF2	19.982319
ARHGEF33	0.364789
ARHGEF35	28.9798
ARHGEF37	6.21017
ARHGEF38	11.5531
ARHGEF3	21.855611
ARHGEF4	6.644756
ARHGEF5	19.83182
ARHGEF6	15.27093
ARHGEF7	23.636792
ARHGEF9	5.176136
ARID1A	11.872787
ARID1B	13.234545
ARID2	12.977988
ARID3A	2.43384
ARID3B	9.977520101915
ARID3C	0.0555394
ARID4A	10.878792
ARID4B	39.47795
ARID5A	15.707778
ARID5B	76.3714
ARIH1	19.7013
ARIH2	24.05963
ARL10	8.85462
ARL11	3.68714
ARL13A	0.3319236
ARL13B	6.018094
ARL14	0.0177946
ARL15	10.051567
ARL16	30.59174
ARL17B	124.7745367781
ARL1	39.4439099
ARL2BP	17.391365
ARL2	37.11187
ARL3	3.30205
ARL4A	20.583867
ARL4C	21.42535
ARL4D	8.05865
ARL5A	28.03443364
ARL5B	23.5374
ARL5C	4.2801
ARL6IP1	80.315263
ARL6IP4	65.796303
ARL6IP5	56.2477
ARL6IP6	7.295371
ARL6	5.247027
ARL8A	11.0909
ARL8B	47.45185
ARL9	0.223789
ARMC10	30.959686
ARMC1	13.7046
ARMC2	2.0424
ARMC3	0.8090050975
ARMC4	1.8792828
ARMC5	3.878671
ARMC6	9.589337
ARMC7	4.80369
ARMC8	11.765272
ARMC9	8.55283
ARMCX1	11.25472
ARMCX2	7.33751753
ARMCX3	24.385585
ARMCX5	5.1569
ARMCX6	22.15986
ARMS2	0
ARNT2	16.000930282952
ARNTL2	8.195624
ARNTL	12.0785467606
ARNT	22.224183
ARPC1A	37.4113150006553
ARPC1B	109.480263
ARPC2	123.23538
ARPC3	257.789
ARPC4	60.142103
ARPC5L	22.450117
ARPC5	102.097
ACTRT3	0.642702
ARPP19	41.7725
ARPP21	0
ARR3	0.0724078
ARRB1	12.59299
ARRB2	19.366245
ARRDC1	17.08102
ARRDC2	14.51758
ARRDC3	162.559
ARRDC4	4.637773
ARRDC5	0.360375
ARSA	11.93712250834
ARSB	5.908529
ARSD	43.31551
ARSE	0.3059705
ARSF	2.60995
ARSG	4.854168
ARSH	0.188009
ARSI	1.07995
ARSJ	5.211364
ARSK	8.14075
ART1	0.273061
ART3	3.36063
ART4	1.594017
ART5	1.367121
ARTN	0.3696131111958
ARV1	16.8139
ARVCF	4.019705
ARX	0.643406
AR	22.075268
AS3MT	6.37259
ASAH1	103.515415
ASAH2B	13.96196
ASAH2	0.272423
CLMP	11.2732
ASAP1	11.64662
ASAP2	5.983076
ASAP3	20.488236
ASB10	0
ASB11	0.6243957
ASB12	0
ASB13	3.06394
ASB14	0.692696
ASB15	0
ASB16	1.84055
ASB17	0.0442924
ASB18	0.0162927
ASB1	2.28084
ASB2	0.570568
ASB3	13.8315940006993
ASB4	0.21475
ASB5	0.01528033
ASB6	8.942842
ASB7	4.50221
ASB8	7.99041
ASB9	1.624449
ASCC1	21.474048
ASCC2	10.576056
ASCC3	39.36966
ASCL1	0.0181293
ASCL2	3.22993
ASCL3	0.0732716
ASCL4	0
ASF1A	8.56352
ASF1B	2.60562
FMR1-AS1	0.215906
ASGR1	1.864101
ASGR2	0.6637731
ASH1L	25.83280353
ASH2L	10.5003752452
ASIP	0.411581
ASL	19.125095898835
ASMTL	9.481642
ASMT	2.33716
ASNA1	24.50005
ASNSD1	21.009
ASNS	12.18473
ASPA	5.02494
ASPDH	0.2356723
ASPG	0.7028472
ASPHD1	1.950561
ASPHD2	0.79564
ASPH	72.152529677
ASPM	3.817404
ASPN	6.06009
ASPRV1	2.077635
ASPSCR1	15.007518
ASRGL1	15.833392
ASS1	99.6841486
ASTE1	2.737342
ASTL	0.052998
ASTN1	0.139361
ASTN2	2.874992808127
ASXL1	22.04675
ASXL2	10.11457
ASXL3	0.5353264
ASZ1	0.0904177
ATAD1	18.23157
ATAD2B	15.69445
ATAD2	10.782733
ATAD3A	18.157845
ATAD3B	29.820809
ATAD3C	30.4735
ATAD5	3.279535
ATCAY	4.4048
ATE1	19.223482
ATF1	10.781744
ATF2	28.888611
ATF3	103.5859
ATF4	236.027324
ATF5	10.01311
ATF6B	34.54664
ATF6	42.82261
ATF7IP2	8.0679445156728
ATF7IP	28.7153390000569
ATF7	10.511593049079
ATG10	12.92533
ATG12	19.4978984
ATG16L1	14.670888343
ATG16L2	14.137954
ATG2A	8.17624
ATG2B	6.68226
ATG3	47.652216
ATG4A	7.4223184
ATG4B	9.966733300437
ATG4C	7.8271
ATG4D	6.490671
ATG5	14.161221
ATG7	10.01331
ATG9A	7.693441
ATG9B	0.5955588
ATHL1	14.8441
ATIC	17.36023
ATL1	3.94771000574291
ATL2	28.477292127
ATL3	40.35826
ATMIN	10.01781345288
ATM	49.318827
ATN1	16.052860205989
ATOH1	0
ATOH7	0.0154899
ATOH8	4.493005
ATOX1	51.85675
ATP10A	10.12424
ATP10B	3.4372138
ATP10D	7.96736
ATP11A	18.35477
ATP11B	27.8290656
ATP11C	10.8613573
ATP12A	0.0187833544
ATP13A1	12.843898
ATP13A2	11.717001
ATP13A3	28.89315
ATP13A4	33.482025
ATP13A5	0.683554
ATP1A1	152.332535
ATP1A2	1.320076
ATP1A3	0.565922000111321
ATP1A4	1.49217
ATP1B1	34.41402
ATP1B2	1.44961
ATP1B3	62.199853
ATP1B4	1.389938594
ATP2A1	1.9893460359325
ATP2A2	35.70595
ATP2A3	4.51723852
ATP2B1	10.0326163
ATP2B2	0.039071510305153
ATP2B3	0.0241799
ATP2B4	27.498689
ATP2C1	29.532795570786
ATP2C2	7.4778103
ATP4A	0.0229987
ATP4B	0.0153387
ATP5A1	124.88265
ATP5B	137.845
ATP5C1	138.40101
ATP5D	25.15981
ATP5E	453.151
ATP5F1	83.1869
ATP5G1	36.140226
ATP5G2	74.99589
ATP5G3	46.04901
ATP5H	157.23224
ATP5I	136.82754
ATP5J2	113.510508
ATP5J	48.8151
ATP5L2	11.0455
ATP5L	67.0565
ATP5O	100.3539
ATP5SL	10.300913
ATP5S	5.882788
ATP6AP1L	3.99664
ATP6AP1	36.33377
ATP6AP2	80.414724
ATP6V0A1	19.3019420083597
ATP6V0A2	8.22216
ATP6V0A4	0.408338
ATP6V0B	68.58729
ATP6V0C	47.0769
ATP6V0D1	31.23283
ATP6V0D2	2.36108
ATP6V0E1	103.44
ATP6V0E2	5.769638
ATP6V1A	34.117622
ATP6V1B1	3.35413
ATP6V1B2	39.650457
